,word,positive_count,negative_count,total
6307,출생,44,146,190
6309,초고령사회,8,10,18
6310,인구비중,17,4,21
6314,자가,24,18,42
6316,구입,23,58,81
6317,문화,52,103,155
6318,공급량,14,28,42
6320,띈다,12,26,38
6322,연장선,9,17,26
6323,왔,7,27,34
6327,향,22,29,51
6329,전고점,17,26,43
6331,국주,9,7,16
6332,스왑베이시스,50,37,87
6333,미결제약정,16,11,27
6338,캠페인,7,36,43
6340,월래,18,21,39
6343,치이,13,22,35
6344,포퓰리즘,9,11,20
6345,안전,37,129,166
6347,대공황,14,3,17
6349,궤적,8,11,19
6351,폭넓,11,27,38
6352,감산,33,105,138
6354,새로,29,112,141
6355,장내,19,40,59
6357,조기상환,34,38,72
6358,고개,11,13,24
6359,가까워,18,33,51
6361,순투자,25,35,60
6366,정책회의,13,6,19
6367,뮤추얼펀드,7,18,25
6372,체인저,8,7,15
6373,베,8,17,25
6375,끌어내리,11,17,28
6376,금투협,27,22,49
6378,총회,12,22,34
6379,정례회의,29,83,112
6380,첫날,21,50,71
6381,키워,9,19,28
6383,만든,21,33,54
6386,팽배,9,14,23
6387,정크본드,3,27,30
6392,올라갔,18,21,39
6393,썼,12,23,35
6394,흔들릴,14,11,25
6397,우상,8,18,26
6401,下,12,8,20
6402,예정액,15,20,35
6405,교환,38,74,112
6406,이자율스왑,5,13,18
6407,통화스왑,25,10,35
6408,서울외국환중개,103,235,338
6411,이스라엘,52,91,143
6412,동유럽,13,20,33
6414,필요시,13,21,34
6416,과하,12,16,28
6417,행정리,3,13,16
6418,재원,76,128,204
6419,단절,9,15,24
6421,냉각,24,46,70
6427,리치먼드,14,6,20
6428,선물옵션,11,11,22
6429,적극,86,150,236
6430,쇼크,68,37,105
6431,지수화,2,15,17
6432,셰일오일,4,37,41
6433,거점,9,29,38
6438,아쉽,6,12,18
6441,도시가스,21,23,44
6445,새해,33,227,260
6449,순수,14,20,34
6450,통관기준,6,9,15
6455,토목,7,8,15
6457,밀접,21,29,50
6461,마케팅,34,55,89
6462,갭률,44,50,94
6463,여행,49,76,125
6464,응답,30,141,171
6466,션,8,22,30
6467,양방향,6,22,28
6469,원천,10,17,27
6472,수출물량,13,23,36
6473,탄성,11,14,25
6475,반등세,27,69,96
6476,부처,65,99,164
6479,단서,10,18,28
6480,열린,142,318,460
6481,몰려,37,87,124
6483,의식,21,27,48
6486,눈길,20,73,93
6492,넓혀,10,11,21
6494,기,21,25,46
6495,고평가,15,41,56
6496,일괄,10,20,30
6497,고시,22,52,74
6500,뛰어들,11,13,24
6503,환율정책,7,11,18
6505,방점,11,17,28
6507,맞출,6,11,17
6509,강해졌,15,17,32
6511,국내총생산,76,128,204
6512,비수기,11,19,30
6513,역기,5,10,15
6516,학교,33,59,92
6517,주택매매,55,66,121
6518,고용자수,8,19,27
6519,천명,5,11,16
6521,수도,19,35,54
6522,헬스케어업종,1,14,15
6524,참여율,7,12,19
6525,돼지고기,4,14,18
6526,흑자폭,10,12,22
6528,늘린,12,24,36
6529,항셍,7,14,21
6532,금속,47,136,183
6533,천연가스,20,29,49
6534,구리,17,48,65
6539,어려웠,9,18,27
6540,담뱃값,9,17,26
6544,노치,5,12,17
6545,금융위,41,109,150
6546,업무보고,5,15,20
6548,분할상환,17,36,53
6549,소액,5,36,41
6551,자본금,42,52,94
6552,전세,88,426,514
6553,보증금,24,120,144
6554,월세,31,85,116
6556,코,32,77,109
6557,신용공여,10,17,27
6558,신용위험평가,6,9,15
6560,합동,13,25,38
6561,정교,6,14,20
6564,서민,39,176,215
6565,금융상품,38,138,176
6569,드림,47,51,98
6570,인터넷전문은행,18,22,40
6571,보증보험,4,11,15
6572,대출상품,22,92,114
6575,민원,6,28,34
6576,범죄,38,22,60
6578,설문조사,55,103,158
6579,수요자,50,137,187
6580,간담회,35,97,132
6583,내다봤,30,122,152
6584,어치,61,174,235
6585,국제금융센터,26,29,55
6586,공급물량,12,27,39
6589,솔,23,43,66
6592,촉구,24,36,60
6593,특별법,11,16,27
6597,거래소,45,142,187
6598,행위,32,70,102
6603,대변인,12,19,31
6604,역내외,2,13,15
6605,과감,14,37,51
6612,쏠림,27,37,64
6613,미뤄,29,23,52
6614,머무를,6,21,27
6618,당위,8,9,17
6619,디플레이션갭,6,12,18
6620,발견,27,33,60
6621,양면,4,11,15
6622,수주산업,27,7,34
6623,박진영,49,36,85
6624,절벽,10,21,31
6626,회계기준,31,5,36
6629,미수금,7,15,22
6631,생략,11,4,15
6632,감리,16,9,25
6633,테마,47,109,156
6635,청구,29,32,61
6636,검증,19,45,64
6638,사이트,18,34,52
6639,불식,7,10,17
6640,CJ프레시웨이,14,8,22
6641,채우,34,47,81
6642,우량물,48,22,70
6644,후속,23,54,77
6645,주석,36,21,57
6647,일반기업,11,13,24
6648,자본시장법,11,8,19
6649,제출,110,169,279
6650,법인,92,148,240
6654,법령,16,17,33
6656,당사자,10,19,29
6657,전부,14,28,42
6659,속한,18,18,36
6660,오류,8,7,15
6661,손상차손,9,8,17
6662,누계,14,8,22
6663,대손충당금,32,26,58
6665,분별,9,6,15
6667,총액,38,108,146
6669,계약서,12,15,27
6670,위반,23,65,88
6674,증권신고서,7,19,26
6676,의혹,18,26,44
6677,인력,50,116,166
6679,한솔제지,15,22,37
6680,CJ제일제당,11,31,42
6681,미달액,8,14,22
6682,예정일,20,31,51
6684,열릴,9,12,21
6685,실린다,13,14,27
6686,신종,32,31,63
6687,한미약품,22,27,49
6688,제약사,10,26,36
6691,자구안,3,20,23
6692,등재,19,23,42
6695,LS네트웍스,7,14,21
6696,당기순손실,7,19,26
6698,수익창출,16,19,35
6699,예상밖,17,11,28
6700,깔려,10,8,18
6703,산재,12,14,26
6705,발사,12,15,27
6706,다행히,5,13,18
6707,낙폭과대,3,12,15
6708,극심,6,11,17
6710,상하원,13,6,19
6711,꺾이,30,50,80
6714,김지나,67,14,81
6715,엔화가치,63,110,173
6718,담긴,14,28,42
6720,향하,21,38,59
6721,개장,155,383,538
6722,내려왔,29,44,73
6723,불발,13,16,29
6724,도이치,8,31,39
6726,연일,45,96,141
6727,엔고,4,19,23
6728,점심,4,13,17
6729,코스닥,205,516,721
6731,발동,25,11,36
6732,원선,19,46,65
6733,회의록,39,36,75
6735,춘절,24,40,64
6739,약세장,18,25,43
6740,개인종합자산관리계좌,13,16,29
6741,내달,24,109,133
6742,일임,6,17,23
6743,신탁,25,74,99
6746,원재료,13,12,25
6747,이랜드,26,12,38
6751,이사회,52,124,176
6754,맡,32,77,109
6755,중국인,11,12,23
6756,관광객,31,23,54
6757,가져가,12,21,33
6758,논거,3,12,15
6761,생활,58,159,217
6762,중장년층,9,13,22
6766,순자산,70,181,251
6767,가격지수,11,74,85
6770,출,6,15,21
6771,그친,20,17,37
6772,재정승수,17,4,21
6776,문제점,23,25,48
6777,이점,9,9,18
6779,모,10,34,44
6781,신축,13,68,81
6788,분리과세,7,26,33
6789,공모주,24,50,74
6790,삼성바이오로직스,18,71,89
6793,중대형,17,28,45
6794,중위,1,26,27
6796,지급능력,3,13,16
6798,쉬운,8,28,36
6802,채무불이행,10,17,27
6808,전통,14,33,47
6809,인턴,2,14,16
6810,라운드,2,18,20
6818,되게,12,21,33
6822,쌍용양회공업,11,11,22
6828,현대로지스틱스,8,8,16
6829,노루페인트,16,5,21
6832,첨단,29,46,75
6833,중복,4,18,22
6836,가스,33,82,115
6844,두산엔진,13,18,31
6845,한진칼,12,9,21
6846,금호,3,17,20
6847,비화학,2,14,16
6848,삼성엔지니어링,12,7,19
6849,씨티그룹,14,17,31
6851,이랜드리테일,10,5,15
6852,두산인프라코어,15,34,49
6855,라인,12,34,46
6856,한라,13,76,89
6857,한라건설,4,18,22
6860,보성,3,14,17
6861,매일,57,84,141
6862,방송,26,28,54
6866,구,16,27,43
6870,유안타증권,33,53,86
6871,신정,34,61,95
6872,두산건설,55,44,99
6873,엔지니어링,10,10,20
6874,팜,12,35,47
6875,한농,8,16,24
6878,통안계정,13,7,20
6879,조국,15,19,34
6880,구매관리자지수,32,67,99
6881,기촉법,2,16,18
6882,입법,15,22,37
6884,워크아웃,33,245,278
6885,신용공여액,1,17,18
6886,제정,25,27,52
6887,신청,249,589,838
6888,어음,9,23,32
6890,금감원장,4,33,37
6891,거친,11,11,22
6893,야권,8,7,15
6894,반정부,10,6,16
6895,시위,14,23,37
6896,공세,6,25,31
6899,특위,10,6,16
6900,대법원,18,31,49
6901,친,12,44,56
6902,파라과이,12,17,29
6905,닫,7,14,21
6906,매장,15,42,57
6907,속출,7,23,30
6909,한신공영,13,12,25
6915,약진,6,12,18
6916,받아들여,11,15,26
6917,심상,9,14,23
6918,점쳐,8,14,22
6920,아웃퍼폼,7,16,23
6922,잠,4,11,15
6924,두산그룹,6,27,33
6928,SK브로드밴드,36,25,61
6929,이뤄지는,10,19,29
6932,편,15,16,31
6934,통화정책방향결정회의,17,9,26
6935,해외여행,20,29,49
6937,도,14,17,31
6938,궤도,11,31,42
6941,강연,11,18,29
6942,증거,56,71,127
6944,잃어버린,7,10,17
6945,근로,19,32,51
6947,공유,36,96,132
6948,웃도,78,98,176
6950,경제학자,18,51,69
6951,과장,44,32,76
6953,반드시,29,51,80
6954,교통,35,75,110
6956,자수,17,37,54
6958,보험금,41,31,72
6960,추격,13,22,35
6962,위상,15,17,32
6964,대응책,12,14,26
6965,금융서비스,29,48,77
6968,증가분,11,23,34
6972,최우선,11,34,45
6973,자산배분전략,30,12,42
6975,아름다운,9,8,17
6976,베일인,11,45,56
6977,현대차그룹,17,31,48
6978,점유율,20,56,76
6979,온라인,101,188,289
6981,성사,11,34,45
6982,먹거리,11,17,28
6983,금융회사,67,105,172
6984,채권자,40,96,136
6985,지주사,18,81,99
6986,리포트,29,92,121
6988,지주회사,41,20,61
6996,예금자보호,6,16,22
7000,무담보,11,14,25
7001,거액,8,12,20
7002,예금자,2,24,26
7004,보호,39,79,118
7006,가맹점,11,18,29
7007,수수료,107,273,380
7008,추월,7,17,24
7009,삼성카드,12,12,24
7015,고정이하여신비율,9,30,39
7016,카드론,30,38,68
7017,법정최고금리,16,12,28
7018,할부금융,36,12,48
7020,국민카드,9,14,23
7021,우리카드,7,11,18
7022,하나카드,4,13,17
7030,델,5,13,18
7031,기아차,14,2,16
7032,협력,58,170,228
7034,신차,21,44,65
7038,세단,10,9,19
7039,채널,37,56,93
7041,추종,53,128,181
7042,마트,10,19,29
7043,편의점,13,27,40
7044,점포,8,46,54
7046,오프라인,14,32,46
7049,쇼핑몰,9,18,27
7050,한반도,21,38,59
7052,왼쪽,20,55,75
7053,등,18,48,66
7054,입주,105,179,284
7055,재건축,54,67,121
7056,주택사업,16,6,22
7057,철도,15,57,72
7060,운행,9,10,19
7062,설치,28,73,101
7063,고속도,6,15,21
7067,구상,15,28,43
7068,국정,11,15,26
7069,기획,32,53,85
7070,자문,14,50,64
7073,질서,17,43,60
7074,공동,65,152,217
7075,도로,15,39,54
7077,지하철,15,42,57
7078,신설,69,135,204
7079,구로,9,8,17
7081,파란,6,12,18
7085,외자,17,6,23
7086,유치,39,103,142
7087,법률,41,45,86
7089,통일,3,19,22
7092,만기상환,9,6,15
7093,희석,11,23,34
7094,기초자산,22,111,133
7095,은행연합회,19,68,87
7096,보금자리론,46,136,182
7098,열기,17,26,43
7101,일드,6,10,16
7103,끈,7,19,26
7111,공고히,5,18,23
7112,소강상태,8,14,22
7113,들어갈,19,24,43
7114,부추겼,5,20,25
7116,할까,8,8,16
7117,다지,14,17,31
7119,발행기업,14,20,34
7120,공백기,11,6,17
7125,공휴일,4,11,15
7128,용산,34,37,71
7129,현대로템,32,37,69
7132,롯데손해보험,23,8,31
7133,롯데카드,16,13,29
7134,파라다이스,7,14,21
7136,하우,14,9,23
7137,코퍼레이션,24,18,42
7139,흡수합병,17,6,23
7140,가입자,52,97,149
7142,시장지위,17,17,34
7144,우선협상대상자,8,8,16
7145,너스,13,64,77
7146,유사시,20,19,39
7147,컴퍼니,13,22,35
7148,롯데그룹,17,12,29
7149,경영권,14,26,40
7151,조직,28,109,137
7155,과중,10,10,20
7156,고정비,10,19,29
7157,전사,9,9,18
7158,영업수익,38,16,54
7159,저,13,8,21
7161,판가,7,17,24
7162,외형,22,30,52
7163,강점,16,39,55
7165,편리,18,78,96
7166,용량,11,8,19
7172,유상증자,49,60,109
7173,모회사,23,38,61
7174,적립,85,98,183
7175,전방,13,21,34
7176,수익구조,15,10,25
7177,손상,21,26,47
7178,자구계획,8,13,21
7184,몰,14,19,33
7186,최대주주,28,51,79
7189,인건비,42,58,100
7194,로컬,4,15,19
7198,리비아,14,41,55
7200,유가증권시장,26,92,118
7204,독,13,14,27
7208,성장전략,7,18,25
7209,가용,11,7,18
7210,유휴생산능력,6,11,17
7212,순환,25,44,69
7213,역풍,7,16,23
7214,도출,42,42,84
7215,미스매치,9,16,25
7216,청년,360,524,884
7217,동남아,9,11,20
7218,양립,4,18,22
7221,충실히,5,17,22
7222,옮기,6,12,18
7223,통화정책방향문,5,15,20
7226,나타났으나,6,12,18
7227,채무재조정,9,15,24
7229,농림,7,18,25
7230,어업,5,16,21
7231,위함,13,20,33
7236,공원,28,93,121
7237,프로야구,2,13,15
7243,전했,151,429,580
7244,금융당국,96,242,338
7247,일환,27,47,74
7252,방어,54,105,159
7253,불가,9,34,43
7255,국세,19,22,41
7258,맞춤,58,108,166
7259,책정,25,65,90
7260,관광,28,45,73
7261,숙박,23,44,67
7262,공연,10,8,18
7264,저리,22,43,65
7265,융자,71,254,325
7266,기보,10,15,25
7267,보증료,8,62,70
7269,특례,141,216,357
7272,신고,27,45,72
7275,훈련,11,21,32
7276,지원금,45,53,98
7277,초단,12,8,20
7278,기물,7,12,19
7279,느껴,9,11,20
7281,서두르,25,82,107
7282,세아특수강,9,10,19
7283,달랐,9,12,21
7284,취소,27,64,91
7286,모으,50,60,110
7288,주저,11,9,20
7289,사라진,11,21,32
7290,현대미포조선,15,15,30
7291,진행할,16,32,48
7292,대신에프앤아이,8,24,32
7294,엇갈리,21,52,73
7295,판,51,123,174
7301,융통성,9,9,18
7302,면세,35,18,53
7304,긴장감,15,37,52
7305,남유럽,24,25,49
7306,단일시장,3,23,26
7307,입지,22,76,98
7312,예단,18,26,44
7314,가팔라졌,10,15,25
7318,이민,5,28,33
7319,쌓여,10,18,28
7320,이민자,4,12,16
7326,저지,7,21,28
7333,출신,21,40,61
7334,주민,21,47,68
7335,최저임금,36,110,146
7336,마땅,7,11,18
7337,나온,56,117,173
7339,떠나,22,30,52
7340,지위,33,40,73
7341,정해,10,24,34
7344,자동,45,76,121
7346,형,14,38,52
7351,다른,5,11,16
7358,미지수,11,16,27
7360,터지,4,14,18
7362,세,34,54,88
7363,장기구간,15,40,55
7364,대행,5,26,31
7366,나이지리아,14,20,34
7369,폴,5,37,42
7370,조선사,19,19,38
7375,하드웨어,2,26,28
7378,출자전환,13,9,22
7379,자율협약,14,11,25
7380,내걸,7,11,18
7381,법정관리,14,39,53
7382,사업구조,10,19,29
7383,소유,35,41,76
7384,해운사,12,17,29
7387,감,8,21,29
7388,컨설팅,17,76,93
7390,골자,20,31,51
7391,처한,5,16,21
7392,걸리,23,36,59
7396,고부가가치,10,15,25
7398,짓,17,37,54
7399,STX조선해양,7,20,27
7400,제2금융권,19,59,78
7401,아파트실거래가격지수,7,10,17
7402,공동주택,26,17,43
7404,총,35,46,81
7405,재개발,14,31,45
7406,한산,13,7,20
7408,한화테크윈,5,15,20
7409,보령,11,12,23
7410,터미널,10,27,37
7411,카카오,43,115,158
7412,노린,13,19,32
7413,롯데하이마트,12,20,32
7414,한솔홀딩스,14,8,22
7415,CJ대한통운,21,77,98
7416,씨,14,18,32
7417,브이,11,13,24
7418,신인도,13,14,27
7420,현금창출력,21,19,40
7423,브랜드,33,127,160
7424,드월드,12,3,15
7426,클럽,35,37,72
7427,시추,10,28,38
7428,상선,4,13,17
7429,운전자본,12,9,21
7430,모기업,4,13,17
7432,텔레,6,11,17
7436,업데이트,5,25,30
7443,플레인,10,16,26
7449,공방,11,25,36
7455,띠,11,30,41
7456,전술,4,11,15
7457,유휴노동력,10,21,31
7463,사의,14,12,26
7464,순항,8,18,26
7465,산업통상자원부,27,41,68
7469,증감율,13,6,19
7470,연합뉴스,237,715,952
7471,청주,13,4,17
7474,정규직,10,24,34
7476,전원,24,35,59
7479,산하,6,29,35
7481,공공기관,35,37,72
7482,속속,6,15,21
7485,직원,57,175,232
7490,예보,18,37,55
7492,산업부,3,18,21
7493,실업자,9,18,27
7497,재검토,9,7,16
7499,취급액,38,32,70
7500,가산금리,37,149,186
7507,에반스,3,15,18
7512,클리블랜드,17,10,27
7516,공석,6,23,29
7521,취임,25,46,71
7526,서머스,32,8,40
7527,대결,4,23,27
7528,노조,12,66,78
7530,청문회,13,81,94
7532,가결,18,12,30
7535,존경,6,9,15
7537,인터뷰,50,87,137
7538,상환액,12,29,41
7539,북부,11,15,26
7541,요원,7,12,19
7543,시기상조,20,56,76
7545,시뮬레이션,6,14,20
7548,공시이율,32,9,41
7557,신용시장,16,10,26
7558,기법,7,8,15
7561,기대수익,20,8,28
7564,총지출,23,11,34
7566,보정,4,14,18
7568,유용,23,32,55
7570,고채,31,32,63
7575,잭슨홀,8,9,17
7576,미팅,6,9,15
7577,환율보고서,12,11,23
7579,올라오,8,26,34
7580,사라졌,14,20,34
7585,담,60,161,221
7587,않,11,9,20
7589,테일러,5,10,15
7590,지지력,11,16,27
7593,이어가기,5,10,15
7594,그친다,5,22,27
7596,낮춘,27,81,108
7600,채미,13,9,22
7603,컨,8,27,35
7606,일중,14,23,37
7607,중위값,9,23,32
7611,체크,20,20,40
7614,대세,15,16,31
7617,대목,14,38,52
7619,제목,10,11,21
7626,역시,12,25,37
7628,단기채,18,18,36
7635,개발사업,19,43,62
7636,엔씨소프트,12,13,25
7639,연대보증,8,15,23
7645,힌트,5,36,41
7648,참가자,21,44,65
7650,개방,17,54,71
7651,가뭄,16,21,37
7656,개념,30,37,67
7659,철저히,12,29,41
7660,삶,25,40,65
7661,질,23,22,45
7664,유휴,5,15,20
7666,구성항목,7,11,18
7667,의결,20,38,58
7669,수수,11,15,26
7670,금금,10,9,19
7673,데이비드,2,16,18
7676,입안자,10,6,16
7677,부연,30,51,81
7679,들어갔,15,30,45
7681,국유기업,2,90,92
7683,진,4,17,21
7685,악영향,21,40,61
7686,신용거래,3,19,22
7690,직접금융,17,11,28
7696,우회,10,15,25
7697,기구,58,43,101
7700,유동부채,62,5,67
7701,예시,16,12,28
7702,승인,118,236,354
7705,움직여,6,10,16
7706,후유증,3,12,15
7708,자율,12,62,74
7711,재평가,14,31,45
7715,심천,8,9,17
7716,증자,14,13,27
7718,개요,7,9,16
7719,플랫폼,126,253,379
7720,부실화,31,43,74
7721,예방,20,35,55
7722,사모,45,121,166
7723,난항,16,19,35
7726,현대백화점,36,55,91
7727,대웅제약,3,13,16
7729,한진해운,45,22,67
7730,전남,17,35,52
7732,모스,14,22,36
7735,맥쿼리,10,5,15
7738,법정,13,23,36
7739,구두,29,29,58
7741,얼어붙,17,41,58
7747,외,51,39,90
7748,리보금리,10,12,22
7750,공적자금,7,20,27
7753,내려갈,19,35,54
7759,순환매,23,18,41
7761,먹,18,35,53
7763,든,15,12,27
7767,대부,43,17,60
7769,편한,21,16,37
7772,위험도,15,26,41
7775,흘러가,6,11,17
7776,지켜,12,18,30
7777,나중,9,12,21
7778,균등,13,24,37
7780,넣,30,47,77
7785,싼,6,20,26
7787,단지,160,328,488
7790,민간채권평가사,25,58,83
7791,수혜자,7,10,17
7793,싸,35,27,62
7795,출자,76,55,131
7800,당면,5,11,16
7803,용어,6,14,20
7805,조합,53,64,117
7806,실체,9,9,18
7807,모호,6,21,27
7810,경제학,19,60,79
7814,지진,38,34,72
7817,누증,27,13,40
7818,실정,8,14,22
7825,고용창출,8,10,18
7826,가수요,6,14,20
7827,버스,8,25,33
7831,청년층,40,59,99
7835,출산율,13,13,26
7837,증산,7,26,33
7838,금지,41,102,143
7841,캐피털,32,49,81
7842,지닌,5,21,26
7846,명품,7,24,31
7849,증권금융,4,19,23
7850,루머,12,13,25
7851,돌,29,31,60
7852,숏,20,20,40
7853,롱,7,38,45
7855,잇따라,16,35,51
7856,기울일,27,29,56
7857,잇따른,8,19,27
7858,고공행진,16,37,53
7860,미채권,14,7,21
7862,일자리수,9,8,17
7863,중간값,7,35,42
7864,재정부,19,15,34
7865,내비쳤,11,22,33
7866,독립,30,56,86
7868,역부족,14,19,33
7871,줄어든다는,9,7,16
7873,만만,21,20,41
7876,휘발유,14,48,62
7877,니켈,12,23,35
7878,귀금속,8,34,42
7880,커피,6,27,33
7887,전날,288,757,1045
7888,나가,8,18,26
7889,이스트,1,16,17
7890,차이나,20,29,49
7897,구비,5,12,17
7908,고속,7,16,23
7911,정액,23,14,37
7913,분납,5,10,15
7917,과징금,4,28,32
7921,대형화,14,9,23
7924,금융지주사,10,8,18
7926,껑충,8,18,26
7928,회장,67,253,320
7931,탔,6,19,25
7936,오른다,12,14,26
7937,전기차,103,314,417
7942,바스켓,9,8,17
7943,일민,5,12,17
7946,순포지션,1,126,127
7947,합의안,7,16,23
7950,리드,6,10,16
7954,전해졌,16,27,43
7955,외신,17,39,56
7956,부채한도,14,56,70
7958,데이,15,6,21
7960,재무성,21,17,38
7961,이뤄져,10,19,29
7966,들어가,23,51,74
7968,투기등급회사채,9,8,17
7969,재인,12,18,30
7972,버팀목,18,14,32
7976,접수,48,135,183
7977,프로세스,10,25,35
7980,관리목표,8,11,19
7981,극대,32,48,80
7982,증세,8,19,27
7983,시리아,20,23,43
7985,한풀,7,14,21
7986,웨스트,4,25,29
7987,팩,4,14,18
7988,고치,5,11,16
7989,경영자,3,24,27
7990,혼조,15,54,69
7991,보고,14,18,32
7994,기획재정부장관,14,46,60
7995,제일,24,35,59
7996,펼칠,9,9,18
7997,개진,16,25,41
8004,분업,10,6,16
8005,통로,11,10,21
8008,글,18,43,61
8014,적응,10,23,33
8015,관,17,10,27
8016,건,13,21,34
8018,신산업,42,17,59
8020,이어질지,8,21,29
8022,개별소비세,11,17,28
8025,임시,27,49,76
8026,일용직,12,15,27
8028,심도,7,10,17
8031,결혼,8,40,48
8036,안도,10,41,51
8037,진출,41,81,122
8040,보입니다,7,16,23
8043,제도개선,39,52,91
8045,활황,11,25,36
8047,지향,18,19,37
8049,금융중개지원대출,10,22,32
8050,재점검,12,10,22
8053,핀테크,14,75,89
8060,드리,7,30,37
8063,벤,4,15,19
8065,다우지수,39,67,106
8066,나스닥지수,133,347,480
8068,상하이종합지수,16,29,45
8069,FTSE100지수,20,35,55
8070,유로환율,16,13,29
8072,온스,14,62,76
8073,톤,16,19,35
8074,아연,8,13,21
8075,연방준비위원회,7,15,22
8076,주택건설협회,6,21,27
8079,유망,38,67,105
8080,참의원,12,24,36
8081,향배,5,23,28
8082,인플레갭,9,15,24
8083,폐쇄,25,49,74
8084,말국,11,22,33
8085,이종채,12,22,34
8086,밑도,39,54,93
8089,회복기,5,23,28
8090,기후,21,131,152
8092,빛,35,32,67
8093,발한다,13,27,40
8095,삼성디스플레이,13,7,20
8097,시설자금,19,49,68
8098,억,25,40,65
8099,LG상사,18,8,26
8102,효력,4,14,18
8103,둔다,7,8,15
8106,이은,14,35,49
8107,모아,51,154,205
8112,기대치,52,83,135
8113,뒤따를,7,14,21
8116,계약금융,31,82,113
8117,상환기금채,7,10,17
8121,LG이노텍,35,29,64
8122,CJE&M,6,12,18
8123,수력,35,38,73
8124,원자력,44,59,103
8125,풍산,15,17,32
8130,복원,6,22,28
8132,기대수익률,20,48,68
8134,노동수요,18,9,27
8138,상시,21,34,55
8142,정확도,8,9,17
8143,산업별,10,11,21
8144,가격결정,11,5,16
8145,요즘,14,34,48
8146,전역,11,29,40
8147,다가서,11,5,16
8149,강달러,27,29,56
8152,매도세,33,104,137
8158,지원책,14,24,38
8161,한국투자금융지주,9,8,17
8162,동아에스티,12,5,17
8163,량,8,27,35
8171,빅딜,8,20,28
8172,범,14,29,43
8173,컨트롤,7,16,23
8174,타워,32,65,97
8176,협의체,17,24,41
8179,따뜻,6,16,22
8187,중공업,13,40,53
8190,정제,10,21,31
8193,쌍용,5,10,15
8196,코오롱,15,20,35
8197,정책금융,50,86,136
8202,허가,12,23,35
8204,드러나,28,18,46
8207,상장사,32,67,99
8208,협의회,21,43,64
8209,농업,13,69,82
8213,단기자금,39,53,92
8214,빌리,23,45,68
8215,외환보유액,28,58,86
8217,협약,42,147,189
8222,채무조정,21,52,73
8231,신협,5,47,52
8249,채무보증,4,15,19
8250,지배주주,13,9,22
8251,방증,9,12,21
8254,기업개선작업,3,15,18
8255,착수,25,34,59
8257,약정,32,91,123
8259,재계,2,14,16
8263,정보통신,9,22,31
8264,항공,24,89,113
8266,우주,7,37,44
8267,분리,18,36,54
8271,이관,9,18,27
8274,도덕적해이,6,12,18
8277,해체,12,7,19
8278,기아자동차,32,8,40
8279,승계,7,22,29
8297,기아,64,146,210
8306,종업,1,14,15
8307,원수,9,15,24
8316,상사,6,16,22
8321,축산,8,25,33
8329,마이,6,35,41
8349,병원,42,102,144
8350,보도자료,6,19,25
8351,전력,30,80,110
8352,신용카드,54,81,135
8353,부동산신탁,7,12,19
8354,방송서비스,21,29,50
8356,메모리,15,95,110
8357,섬유,10,37,47
8358,해상운송,5,16,21
8361,도소매,13,19,32
8365,포스,5,51,56
8367,얼즈,1,21,22
8372,뜨겁,9,30,39
8374,부실기업,8,16,24
8375,컨퍼런스,6,40,46
8381,기업가,1,50,51
8384,의결권,11,27,38
8385,출석,12,44,56
8388,변제,11,12,23
8389,무제한,10,21,31
8390,법원,35,84,119
8391,최장,12,36,48
8396,스크리닝,1,16,17
8397,헬스,3,30,33
8398,필수소비재,1,20,21
8412,동부건설,13,36,49
8414,비우량,49,67,116
8417,집권,27,37,64
8421,시달리,6,20,26
8423,민영화,8,23,31
8425,공기업,24,50,74
8431,철저,10,18,28
8432,공무원,7,24,31
8434,국영기업,3,18,21
8440,졸업,19,29,48
8441,입사,3,14,17
8443,몸,5,16,21
8449,몰린,19,32,51
8451,다우존스,33,105,138
8453,고강,5,11,16
8454,감독청,2,13,15
8456,부결,8,13,21
8457,거절,7,21,28
8460,감원,9,18,27
8462,아문,2,30,32
8463,디,23,67,90
8465,달렸,4,11,15
8475,긍정,9,23,32
8479,센터,56,177,233
8484,입법화,16,5,21
8492,중후반대,9,19,28
8497,실무,5,10,15
8498,끼칠,4,12,16
8501,준칙,9,7,16
8503,색채,2,19,21
8505,감당,20,35,55
8507,움직인다면,3,24,27
8515,들여다보,10,12,22
8520,올랐으나,9,22,31
8521,고유,13,24,37
8522,과소,15,17,32
8523,거주,35,72,107
8526,입수,13,8,21
8527,마치,27,32,59
8528,유권자,20,17,37
8530,음,11,6,17
8532,내일,29,34,63
8533,사회보장,9,10,19
8536,해운업종,10,8,18
8537,강세장,13,65,78
8538,남동,8,11,19
8540,무보증사채,20,20,40
8542,미래에셋증권,64,195,259
8544,케이비,2,15,17
8546,엠,23,72,95
8547,효성캐피탈,18,6,24
8548,녹록,23,22,45
8549,세상,18,37,55
8550,쏠린,12,11,23
8551,겉,14,4,18
8557,증,10,16,26
8563,훈풍,24,70,94
8567,명절,33,67,100
8570,자본지출,4,15,19
8571,조달시장,11,5,16
8572,놓인,3,19,22
8575,수탁,10,12,22
8577,올레,4,107,111
8579,소수,15,27,42
8580,하성근,7,13,20
8583,템플턴,2,25,27
8584,글로벌본드,4,11,15
8591,감소분,12,8,20
8592,우크라이나,67,172,239
8594,룩셈부르크,13,30,43
8595,진척,10,8,18
8597,발달,9,8,17
8598,둘러싸,3,12,15
8605,확장국면,17,28,45
8606,떠받치,3,12,15
