,word,positive_count,negative_count,total
1219,삼성증권,32,146,178
1220,최상위,20,35,55
1221,거래량,333,654,987
1222,LG화학,35,77,112
1223,GS칼텍스,43,48,91
1224,크레딧물,106,146,252
1225,돋보이,5,11,16
1226,나타났,327,664,991
1227,건설,515,773,1288
1228,두드러진,21,24,45
1229,이어서,15,32,47
1230,렌터카,22,55,77
1231,중부,6,27,33
1232,발전,100,196,296
1233,컸,109,210,319
1235,KB금융지주,23,26,49
1236,거래금액,36,46,82
1237,거래일,710,1968,2678
1238,만기일,70,144,214
1239,잔존,85,159,244
1240,엘지,47,49,96
1241,디스플레이,52,69,121
1242,신한,239,459,698
1243,금융지주,98,99,197
1244,유동화,209,436,645
1245,증권,1373,1725,3098
1246,선순위,56,73,129
1247,무보증,233,489,722
1248,이상거래,28,58,86
1249,본드웹,240,465,705
1250,한국남부발전,19,19,38
1251,지에스이,21,28,49
1252,피에스,15,20,35
1253,네이버,34,330,364
1254,DGB금융지주,9,19,28
1255,태영건설,82,461,543
1256,한온시스템,3,42,45
1257,신세계,37,56,93
1258,비중,847,1241,2088
1259,금융투자협회,530,648,1178
1260,월,368,640,1008
1261,금,234,606,840
1262,순매수,1733,1965,3698
1263,기타,538,618,1156
1264,기타법인,103,144,247
1265,국가,836,1126,1962
1266,지자체,51,94,145
1267,외국인,1854,2610,4464
1268,종금,172,185,357
1269,금융채,247,325,572
1270,보험,787,581,1368
1271,투신,348,455,803
1272,기금,340,411,751
1273,내역,97,133,230
1274,기업명,39,61,100
1275,금리차,141,221,362
1276,장단기스프레드,120,115,235
1277,중단,78,258,336
1278,김혜경,13,83,96
1279,크레딧,454,865,1319
1280,계획,361,833,1194
1281,정책수단,18,30,48
1282,금융상황,16,30,46
1283,어려워질,19,20,39
1284,매입프로그램,20,37,57
1285,증대,115,134,249
1286,및,89,167,256
1287,연장,176,340,516
1288,단행,99,240,339
1289,표출,13,16,29
1290,해석,202,323,525
1291,시사,229,379,608
1292,매입비중,3,17,20
1293,절대,121,139,260
1294,투자등급,103,150,253
1295,프로그램,300,375,675
1296,시행,277,570,847
1297,활성화,112,224,336
1298,전년,792,1331,2123
1299,동기,247,216,463
1300,우량등급,43,80,123
1301,실질,339,489,828
1302,조절,38,68,106
1303,등급별,98,202,300
1304,보유비중,17,30,47
1305,BBB등급,20,43,63
1306,클,75,116,191
1307,위주,187,393,580
1308,프랑스,422,422,844
1309,스페인,322,496,818
1311,통신,76,172,248
1312,음료,1,16,17
1313,화학,110,155,265
1314,헬스케어,44,143,187
1315,주시,50,166,216
1316,무역전쟁,9,30,39
1317,처리,99,162,261
1318,효과,607,1025,1632
1319,개정,67,154,221
1322,송환,9,17,26
1323,애플,69,410,479
1324,투자자산,19,39,58
1325,줄이,123,252,375
1326,밝혀,31,64,95
1327,바클레이즈,2,37,39
1328,대출,1692,3668,5360
1329,조달,482,764,1246
1330,이루어진,14,13,27
1331,그간,114,215,329
1332,역할,145,323,468
1333,펀더멘탈,99,146,245
1334,분명,67,101,168
1335,미칠,183,284,467
1336,그럼에도,64,108,172
1337,요소,142,188,330
1338,실시,219,376,595
1339,매월,49,110,159
1340,유로,512,702,1214
1341,한도,173,624,797
1342,역내,15,43,58
1343,벨기에,53,73,126
1344,핀란드,38,38,76
1346,정책당국,26,40,66
1347,유도,70,154,224
1348,꾀하,6,15,21
1349,부양,184,274,458
1350,파악,112,202,314
1351,기한,25,52,77
1352,매입액,3,14,17
1353,액,108,148,256
1355,조,147,236,383
1356,축소세,32,37,69
1358,레딧,19,52,71
1359,브렉시트,68,168,236
1360,연저점,20,12,32
1361,유럽,797,1240,2037
1362,차익실현,122,211,333
1363,펀드,606,701,1307
1364,유출,225,272,497
1365,유입,636,877,1513
1366,살펴본,12,14,26
1368,배분,12,41,53
1369,보유,607,1023,1630
1370,영국,732,922,1654
1371,네덜란드,56,94,150
1372,스위스,246,341,587
1373,역외,76,212,288
1374,유틸리티,38,94,132
1375,인프라,124,335,459
1376,자동차,262,460,722
1377,부동산,869,1587,2456
1378,기술,166,360,526
1379,식품,70,110,180
1381,마이크로소프트,28,110,138
1382,알파벳,32,87,119
1385,오라클,1,34,35
1386,합,36,26,62
1387,달한다,35,110,145
1388,구글,15,73,88
1389,아마존,80,57,137
1390,설비,228,332,560
1391,주주,174,172,346
1392,배당,156,519,675
1393,자사주,59,56,115
1394,우량,107,194,301
1395,알려져,26,41,67
1397,제로,16,17,33
1398,매도,400,644,1044
1399,수익률,972,1228,2200
1400,하이일드,171,141,312
1401,최저,223,405,628
1402,BB등급,5,11,16
1403,부도율,36,44,80
1404,투기등급,37,102,139
1405,HMC투자증권,711,583,1294
1406,지루,16,6,22
1407,보합권,68,158,226
1408,황원,37,65,102
1409,머무르,23,28,51
1410,머물러,31,39,70
1411,별다른,27,50,77
1412,느끼,28,33,61
1413,낙찰,127,168,295
1414,이뤄지고,25,30,55
1415,만기보유,8,7,15
1416,정하,11,32,43
1417,종가,647,948,1595
1418,중장기물,60,50,110
1419,좁,62,70,132
1420,박스권,214,296,510
1421,캐리,126,124,250
1422,실적발표,104,125,229
1423,한계기업,31,34,65
1424,신용위험,52,132,184
1425,건설사,118,220,338
1426,별로,13,25,38
1427,안정성,162,217,379
1428,악재,68,150,218
1430,반전,156,274,430
1431,움직임,415,584,999
1432,선행,252,356,608
1433,지금,270,501,771
1434,서로,40,54,94
1435,상쇄,60,75,135
1436,원달러환율,100,153,253
1437,저금리,194,285,479
1438,보인,108,186,294
1439,신임,37,45,82
1440,주재,30,62,92
1441,앞두,260,577,837
1442,경계감,109,218,327
1443,나왔,133,318,451
1444,사록,62,108,170
1446,머물렀,27,63,90
1447,통안증권,117,132,249
1448,일반,305,519,824
1449,통안채,473,380,853
1450,AAA등급,34,52,86
1451,순매수금액,30,67,97
1452,금고,30,46,76
1453,공제,114,169,283
1455,순매도,560,920,1480
1456,일자,175,213,388
1457,우리투자증권,30,95,125
1458,대우조선해양,68,69,137
1459,이마트,50,81,131
1460,농협금융지주,11,25,36
1461,연합자산관리,34,58,92
1462,삼성,115,205,320
1464,현대중공업,51,56,107
1465,경기도,79,195,274
1466,시공사,39,63,102
1467,이치,23,62,85
1468,SKC&C,6,12,18
1469,LG생활건강,17,6,23
1470,LG전자,87,55,142
1471,하나금융지주,34,50,84
1472,당일,181,192,373
1473,단기물,200,294,494
1474,오리온,21,20,41
1475,비해,444,573,1017
1476,액수,22,33,55
1477,줄어든,101,199,300
1478,종류,167,183,350
1479,용도,61,105,166
1480,운영자금,37,57,94
1481,좌측,20,26,46
1482,우측,17,22,39
1483,대표,349,745,1094
1484,주관,79,130,209
1485,발행회사,12,22,34
1486,표면금리,40,45,85
1487,KB투자증권,34,71,105
1488,하나대투증권,58,72,130
1489,한화투자증권,23,67,90
1490,환율,1280,2642,3922
1491,금리정책,15,37,52
1492,대응,485,823,1308
1493,밝,17,41,58
1494,시기,424,620,1044
1495,선제,117,196,313
1496,급격,164,211,375
1497,기회,136,287,423
1498,빈번,10,12,22
1499,꾸준,49,95,144
1500,원화채권,102,138,240
1501,순매수세,24,41,65
1502,탈,46,101,147
1503,중위험중수익,9,6,15
1504,추구,65,151,216
1505,이탈,113,147,260
1506,희박,18,20,38
1507,플래트닝,75,64,139
1508,소멸,101,101,202
1509,견고,65,154,219
1510,해지,149,269,418
1511,보일,198,361,559
1512,김,112,265,377
1513,지,38,80,118
1514,출발,247,508,755
1515,관망,26,84,110
1516,금융통화위원회,147,202,349
1517,쏠리,33,50,83
1518,활발,57,100,157
1519,원화,287,481,768
1520,혼재,37,59,96
1521,낮추,154,252,406
1523,국채선물,955,1796,2751
1524,계약,1016,1821,2837
1525,현물시장,31,29,60
1526,일드커브,62,41,103
1527,국고20년,119,104,223
1528,국고1년,22,20,42
1529,국고30년,36,63,99
1530,IBK투자증권,636,232,868
1531,그쳐,24,35,59
1532,쟁점,8,12,20
1533,신중,173,261,434
1534,태도,37,40,77
1535,원론,25,25,50
1537,날,162,447,609
1538,집계,305,698,1003
1539,공급,624,1087,1711
1541,그치,45,62,107
1543,회복국면,26,27,53
1544,김중수,30,22,52
1545,비슷,124,257,381
1546,나타냈,154,279,433
1547,전망수치,7,10,17
1548,부합,100,209,309
1549,속도,368,692,1060
1550,과제,49,124,173
1551,덧붙여,17,12,29
1552,지나친,24,23,47
1554,열려,23,36,59
1555,설명,672,1423,2095
1556,더불,163,220,383
1557,저물가,52,75,127
1558,질문,62,123,185
1559,이어졌,87,171,258
1560,향한,12,26,38
1561,해,228,546,774
1562,명확,61,66,127
1563,답변,645,539,1184
1564,내놓,101,212,313
1565,장중,187,517,704
1566,갈수록,77,86,163
1567,중장기,180,266,446
1571,실제로,158,242,400
1572,따르,926,2360,3286
1573,줄어들,217,312,529
1574,토대,43,87,130
1575,접어들,42,57,99
1576,약한,18,39,57
1577,빨라,14,24,38
1578,유인,62,75,137
1579,늘어나,218,351,569
1580,더딜,13,30,43
1581,긴축,314,680,994
1582,근거,193,214,407
1583,통계청,158,178,336
1584,느릴,13,12,25
1586,취하,20,35,55
1587,흘러,5,15,20
1588,쉽,262,384,646
1589,우리나라,533,562,1095
1591,장외,28,35,63
1592,잔고,240,282,522
1593,연합인포맥스,103,132,235
1594,지난해,1444,3305,4749
1595,겹치,21,37,58
1596,구간,158,316,474
1597,매매,197,307,504
1599,거의,105,178,283
1600,원달러,99,188,287
1601,달러환율,156,281,437
1602,등락,237,331,568
1603,매매동향,21,30,51
1604,상환,292,556,848
1606,맞물려,49,55,104
1607,재투자,38,75,113
1608,나섰,74,138,212
1609,투자자금,41,74,115
1611,테이퍼링,67,83,150
1612,낮췄,29,67,96
1613,외환시장,121,253,374
1614,저점,140,216,356
1616,돌파,174,493,667
1617,성공,248,525,773
1618,까닭,10,9,19
1619,투자대상,16,26,42
1620,매력,155,263,418
1621,작,135,132,267
1622,한계,98,166,264
1623,게다가,59,105,164
1624,주요국,459,590,1049
1625,흔들리,22,36,58
1627,더욱,315,609,924
1628,국한,20,20,40
1629,굵직,7,18,25
1630,달리,204,367,571
1631,채권투자,212,145,357
1632,저조,41,87,128
1633,위,153,225,378
1634,당국,136,221,357
1635,미약,34,58,92
1636,견인,154,221,375
1637,더딘,31,59,90
1638,유의미,15,13,28
1639,사라지,38,46,84
1640,맞,123,288,411
1641,인덱스,38,68,106
1642,외채,108,226,334
1643,박승진,71,148,219
1644,이길영,22,20,42
1645,남미,18,31,49
1646,선전,14,36,50
1647,주춤,116,117,233
1648,상승세,515,869,1384
1649,브렌트유,9,32,41
1650,배럴,109,283,392
1651,산유국,27,56,83
1652,사우디,39,50,89
1653,러시아,365,444,809
1654,원유,140,300,440
1655,생산량,37,76,113
1656,의사,37,45,82
1658,통화,338,747,1085
1659,분류,80,158,238
1660,성과,215,389,604
1661,다양,296,604,900
1662,드라기,30,36,66
1663,조치,324,349,673
1664,나타난,62,85,147
1666,환산,42,42,84
1667,살펴볼,134,90,224
1668,신흥,98,107,205
1669,국과,22,34,56
1671,윤곽,14,14,28
1673,좀,227,335,562
1674,국외,13,31,44
1675,아시아,283,597,880
1676,총수익,36,14,50
1679,느리,24,39,63
1680,부양책,105,172,277
1681,의사록,67,159,226
1682,갖,119,195,314
1683,불안요인,71,80,151
1684,필요성,128,239,367
1685,의견,577,779,1356
1686,일치,31,44,75
1687,각국,97,118,215
1688,구조개혁,28,62,90
1689,재정,494,691,1185
1690,부실,177,305,482
1691,구제,20,19,39
1692,조성,129,246,375
1693,소형,19,63,82
1694,위한,687,1210,1897
1697,올,38,89,127
1698,대형,143,314,457
1699,금융사,45,191,236
1700,대가,9,12,21
1701,부실채권,70,129,199
1702,장애,10,31,41
1704,은행권,198,363,561
1706,마이너스금리,103,449,552
1707,브라질,464,563,1027
1708,하원,61,95,156
1709,탄핵안,17,3,20
1710,표결,22,18,40
1711,탄핵,78,27,105
1712,특별,164,247,411
1713,위원회,114,188,302
1714,호세프,24,12,36
1715,채택,17,31,48
1716,이틀,63,179,242
1717,탄,15,22,37
1718,토론,12,19,31
1719,정당,83,87,170
1720,연립,19,9,28
1721,여당,35,40,75
1722,연합,24,51,75
1723,탈퇴,29,76,105
1724,이어,61,100,161
1725,제,247,432,679
1728,연정,42,16,58
1729,선언,42,86,128
1730,의원,71,94,165
1731,인,89,183,272
1732,찬성,40,43,83
1733,통과,100,177,277
1734,피치,34,60,94
1735,강등,74,142,216
1736,사우디아라비아,7,60,67
1737,대립,17,36,53
1738,국제,474,704,1178
1739,에너지정보청,11,15,26
1740,터키,258,252,510
1741,정책금리,191,359,550
1742,압박,79,137,216
1744,중앙은행총재,13,31,44
1745,임기,54,58,112
1746,만료,13,23,36
1747,국제통화기금,17,40,57
1748,민주,18,39,57
1749,운동,33,39,72
1751,야당,27,22,49
1752,인도,462,668,1130
1753,거듭,44,62,106
1754,실망감,23,33,56
1755,호주,553,342,895
1756,남아공,108,119,227
1757,달러인덱스,200,387,587
1758,지연,240,359,599
1759,스웨덴,175,197,372
1760,말레이시아,128,139,267
1761,태국,268,249,517
1762,인도네시아,266,288,554
1763,베트남,95,136,231
1764,폴란드,134,151,285
1765,체코,64,69,133
1766,콜롬비아,65,73,138
1767,선진,50,60,110
1768,아태,17,13,30
1769,달러화,361,595,956
1770,상승시,43,46,89
1771,절차,88,205,293
1772,돌입,35,73,108
1773,경상,198,224,422
1774,수지,241,236,477
1775,재정정책,139,191,330
1776,힘입,173,328,501
1777,신용리스크,9,31,40
1778,노르웨이,108,110,218
1779,S&P,226,518,744
1780,달러화지수,10,16,26
1781,맞물리,27,39,66
1782,나서,165,273,438
1783,엔달러,92,118,210
1784,엔,563,1097,1660
1785,국민투표,10,18,28
1787,총리,77,125,202
1789,페이퍼,12,4,16
1790,스캔들,26,10,36
1792,달러지수,16,18,34
1793,엔화,248,755,1003
1794,파운드화,9,35,44
1795,영국국채,16,15,31
1796,파운드,82,98,180
1797,국채선물시장,70,79,149
1798,물가채,80,65,145
1799,확정,108,211,319
1800,정권,63,79,142
1801,하루,142,282,424
1803,원,320,318,638
1805,불안,242,523,765
1806,막,105,173,278
1807,표명,72,88,160
1808,시현,41,46,87
1809,헤알화,53,42,95
1811,헤알,78,79,157
1812,링깃,16,12,28
1813,루피화,20,16,36
1815,루피,57,56,113
1816,루피아,51,48,99
1817,드,41,49,90
1818,리라화,8,10,18
1821,채,65,136,201
1822,리라,42,44,86
1823,자금시장,13,31,44
1824,반면,577,1100,1677
1825,채권펀드,36,20,56
1826,순유입,102,129,231
1827,하이일드채권,61,36,97
1829,기저효과,123,148,271
1830,물가연동채,17,15,32
1831,물가연동국채,16,79,95
1832,월초,7,11,18
1833,조원대,17,39,56
1834,매수세,331,429,760
1835,의구심,34,60,94
1836,대만,241,230,471
1837,필리핀,110,158,268
1840,일부위원,325,281,606
1841,지난달,273,495,768
1842,대체로,112,179,291
1843,세월,8,38,46
1844,사고,41,70,111
1845,여파,113,246,359
1846,부문,477,831,1308
1847,국민연금,70,58,128
1848,연계,113,201,314
1849,기초,91,191,282
1852,제도,220,410,630
1853,지원,1019,2210,3229
1854,고령,45,44,89
1855,소비성향,24,32,56
1856,진작,16,39,55
1858,불투명,38,45,83
1859,민간,491,770,1261
1860,실적치,11,10,21
1861,나,41,106,147
1862,벗어날,18,17,35
1863,새롭,41,81,122
1864,대두,43,84,127
1865,견해,588,615,1203
1866,관련부서,1160,856,2016
1867,지켜보,23,49,72
1868,다음,419,768,1187
1869,서비스업,177,214,391
1870,모니터링,76,152,228
1871,지속성,59,41,100
1872,이름,27,60,87
1873,소규모,13,43,56
1874,미친,44,77,121
1875,동위원,888,750,1638
1876,금융안정,94,125,219
1877,의한,107,96,203
1878,시사점,28,39,67
1879,유의,162,278,440
1880,나타남,22,23,45
1881,당행,68,108,176
1882,보고서,230,495,725
1883,소개,84,145,229
1884,유동성,583,821,1404
1885,무관,29,60,89
1886,신용,456,788,1244
1887,주택가격,199,308,507
1888,금년,342,402,744
1889,상당히,140,235,375
1890,파장,8,16,24
1892,성장성,45,58,103
1893,이자보상비율,2,14,16
1894,불확실,106,122,228
1895,보수,147,240,387
1896,경영,107,379,486
1897,행태,32,43,75
1898,이해,74,132,206
1899,어떻,26,31,57
1900,급격히,81,124,205
1901,위원,337,478,815
1902,맥락,58,46,104
1903,첨언,243,138,381
1904,석유,104,163,267
1905,식료품,65,68,133
1906,에너지제외지수,18,18,36
1907,각종,137,178,315
1908,수요측면,47,73,120
1909,공업,26,40,66
1910,제품,137,269,406
1911,끝,54,121,175
1912,상호,39,35,74
1913,의존도,65,73,138
1914,태평양,18,42,60
1915,연구,115,177,292
1916,개방경제,8,19,27
1917,세계화,15,7,22
1919,저인플레이션,6,16,22
1920,당,72,79,151
1921,행이,27,29,56
1924,외생,10,7,17
1925,화의,10,16,26
1926,측정,85,44,129
1927,설명력,14,7,21
1928,공급측면,20,54,74
1929,보인다는,159,179,338
1930,유로지역,78,104,182
1931,속보,6,20,26
1933,주로,192,284,476
1934,활용,346,648,994
1936,중시,22,23,45
1937,양,21,25,46
1938,사례,178,399,577
1939,한양,17,15,32
1941,유발,52,83,135
1942,커뮤니케이션,39,80,119
1943,초래,49,82,131
1944,소지,34,47,81
1945,체계,71,182,253
1946,통화신용정책,14,18,32
1947,잘,113,233,346
1948,보완,42,62,104
1949,데이터,235,472,707
1950,발굴,40,90,130
1952,충분히,151,213,364
1953,좁히,17,34,51
1954,노력,192,377,569
1955,수량,156,303,459
1956,편제,4,11,15
1958,R&D,17,81,98
1959,신규,581,947,1528
1960,새로운,204,338,542
1961,통계,133,149,282
1963,포괄,27,24,51
1964,범위,203,321,524
1965,가중치,46,26,72
1966,기성,11,20,31
1967,산업활동,42,15,57
1968,부가가치,10,24,34
1969,다름,9,6,15
1970,예컨대,10,20,30
1971,스마트폰,10,50,60
1973,폰,3,29,32
1975,잡히,15,27,42
1976,힘,171,385,556
1977,고정,136,229,365
1979,쓰,52,96,148
1980,연쇄,8,24,32
1981,매번,11,12,23
1982,품질,18,19,37
1983,이루어지,14,13,27
1984,지나,69,121,190
1986,개편,69,111,180
1987,만일,50,68,118
1988,마련,256,496,752
1989,대체,113,138,251
1990,덧붙였,331,565,896
1991,보충,1,30,31
1992,제약,197,382,579
1993,먼저,156,232,388
1994,품목,158,184,342
1995,사업체,7,10,17
1996,시한,17,27,44
1997,따라서,106,141,247
1998,삼성전자,108,429,537
1999,휴대폰,13,19,32
2002,협의,51,96,147
2003,계절조정,44,48,92
2005,월별,41,50,91
2007,와,7,20,27
2008,앞서,259,505,764
2009,가공,19,22,41
2012,순환변동치,36,28,64
2013,삼,43,98,141
2014,장점,41,99,140
2015,단순히,25,40,65
2016,올라온,8,20,28
2017,상당,169,254,423
2018,재차,107,185,292
2019,강조,329,758,1087
2020,비록,66,76,142
2021,힘들,67,93,160
2022,사건,43,73,116
2023,다루,11,17,28
2024,동,74,65,139
2025,심층,19,15,34
2026,소비재,57,94,151
2027,위축,329,514,843
2028,교란,24,25,49
2029,취할,21,23,44
2030,준비,135,287,422
