,날짜,종가,한달 전 날짜
2044,2016-03-03,1.49,2016-02-03
2045,2016-03-02,1.5,2016-02-02
2046,2016-02-29,1.52,2016-01-29
2047,2016-02-26,1.5,2016-01-26
2048,2016-02-25,1.49,2016-01-25
2049,2016-02-24,1.49,2016-01-24
2050,2016-02-23,1.49,2016-01-23
2051,2016-02-22,1.48,2016-01-22
2052,2016-02-19,1.47,2016-01-19
2053,2016-02-18,1.48,2016-01-18
2054,2016-02-17,1.48,2016-01-17
2055,2016-02-16,1.47,2016-01-16
2056,2016-02-15,1.48,2016-01-15
2057,2016-02-12,1.48,2016-01-12
2058,2016-02-11,1.49,2016-01-11
2059,2016-02-05,1.47,2016-01-05
2060,2016-02-04,1.51,2016-01-04
2061,2016-02-03,1.49,2016-01-03
2062,2016-02-02,1.49,2016-01-02
2063,2016-02-01,1.49,2016-01-01
2064,2016-01-29,1.5,2015-12-29
2065,2016-01-28,1.48,2015-12-28
2066,2016-01-27,1.48,2015-12-27
2067,2016-01-26,1.48,2015-12-26
2068,2016-01-25,1.48,2015-12-25
2069,2016-01-22,1.48,2015-12-22
2070,2016-01-21,1.49,2015-12-21
2071,2016-01-20,1.49,2015-12-20
2072,2016-01-19,1.48,2015-12-19
2073,2016-01-18,1.5,2015-12-18
2074,2016-01-15,1.5,2015-12-15
2075,2016-01-14,1.49,2015-12-14
2076,2016-01-13,1.5,2015-12-13
2077,2016-01-12,1.5,2015-12-12
2078,2016-01-11,1.49,2015-12-11
2079,2016-01-08,1.49,2015-12-08
2080,2016-01-07,1.49,2015-12-07
2081,2016-01-06,1.49,2015-12-06
2082,2016-01-05,1.49,2015-12-05
2083,2016-01-04,1.48,2015-12-04
2084,2015-12-31,1.52,2015-11-30
2085,2015-12-30,1.49,2015-11-30
2086,2015-12-29,1.49,2015-11-29
2087,2015-12-28,1.49,2015-11-28
2088,2015-12-24,1.49,2015-11-24
2089,2015-12-23,1.49,2015-11-23
2090,2015-12-22,1.48,2015-11-22
2091,2015-12-21,1.48,2015-11-21
2092,2015-12-18,1.48,2015-11-18
2093,2015-12-17,1.46,2015-11-17
2094,2015-12-16,1.46,2015-11-16
2095,2015-12-15,1.46,2015-11-15
2096,2015-12-14,1.48,2015-11-14
2097,2015-12-11,1.48,2015-11-11
2098,2015-12-10,1.48,2015-11-10
2099,2015-12-09,1.46,2015-11-09
2100,2015-12-08,1.46,2015-11-08
2101,2015-12-07,1.44,2015-11-07
2102,2015-12-04,1.4,2015-11-04
2103,2015-12-03,1.45,2015-11-03
2104,2015-12-02,1.44,2015-11-02
2105,2015-12-01,1.48,2015-11-01
2106,2015-11-30,1.5,2015-10-30
2107,2015-11-27,1.49,2015-10-27
2108,2015-11-26,1.49,2015-10-26
2109,2015-11-25,1.5,2015-10-25
2110,2015-11-24,1.49,2015-10-24
2111,2015-11-23,1.49,2015-10-23
2112,2015-11-20,1.49,2015-10-20
2113,2015-11-19,1.49,2015-10-19
2114,2015-11-18,1.49,2015-10-18
2115,2015-11-17,1.49,2015-10-17
2116,2015-11-16,1.49,2015-10-16
2117,2015-11-13,1.49,2015-10-13
2118,2015-11-12,1.5,2015-10-12
2119,2015-11-11,1.49,2015-10-11
2120,2015-11-10,1.49,2015-10-10
2121,2015-11-09,1.5,2015-10-09
2122,2015-11-06,1.49,2015-10-06
2123,2015-11-05,1.49,2015-10-05
2124,2015-11-04,1.5,2015-10-04
2125,2015-11-03,1.5,2015-10-03
2126,2015-11-02,1.5,2015-10-02
2127,2015-10-30,1.5,2015-09-30
2128,2015-10-29,1.48,2015-09-29
2129,2015-10-28,1.48,2015-09-28
2130,2015-10-27,1.48,2015-09-27
2131,2015-10-26,1.48,2015-09-26
2132,2015-10-23,1.49,2015-09-23
2133,2015-10-22,1.49,2015-09-22
2134,2015-10-21,1.49,2015-09-21
2135,2015-10-20,1.49,2015-09-20
2136,2015-10-19,1.49,2015-09-19
2137,2015-10-16,1.49,2015-09-16
2138,2015-10-15,1.48,2015-09-15
2139,2015-10-14,1.48,2015-09-14
2140,2015-10-13,1.48,2015-09-13
2141,2015-10-12,1.48,2015-09-12
2142,2015-10-08,1.48,2015-09-08
2143,2015-10-07,1.49,2015-09-07
2144,2015-10-06,1.5,2015-09-06
2145,2015-10-05,1.47,2015-09-05
2146,2015-10-02,1.46,2015-09-02
2147,2015-10-01,1.47,2015-09-01
2148,2015-09-30,1.49,2015-08-30
2149,2015-09-25,1.47,2015-08-25
2150,2015-09-24,1.49,2015-08-24
2151,2015-09-23,1.48,2015-08-23
2152,2015-09-22,1.48,2015-08-22
2153,2015-09-21,1.48,2015-08-21
2154,2015-09-18,1.48,2015-08-18
2155,2015-09-17,1.48,2015-08-17
2156,2015-09-16,1.48,2015-08-16
2157,2015-09-15,1.49,2015-08-15
2158,2015-09-14,1.49,2015-08-14
2159,2015-09-11,1.49,2015-08-11
2160,2015-09-10,1.49,2015-08-10
2161,2015-09-09,1.48,2015-08-09
2162,2015-09-08,1.49,2015-08-08
2163,2015-09-07,1.47,2015-08-07
2164,2015-09-04,1.45,2015-08-04
2165,2015-09-03,1.47,2015-08-03
2166,2015-09-02,1.48,2015-08-02
2167,2015-09-01,1.49,2015-08-01
2168,2015-08-31,1.52,2015-07-31
2169,2015-08-28,1.51,2015-07-28
2170,2015-08-27,1.5,2015-07-27
2171,2015-08-26,1.5,2015-07-26
2172,2015-08-25,1.5,2015-07-25
2173,2015-08-24,1.5,2015-07-24
2174,2015-08-21,1.49,2015-07-21
2175,2015-08-20,1.49,2015-07-20
2176,2015-08-19,1.49,2015-07-19
2177,2015-08-18,1.49,2015-07-18
2178,2015-08-17,1.49,2015-07-17
2179,2015-08-13,1.49,2015-07-13
2180,2015-08-12,1.49,2015-07-12
2181,2015-08-11,1.49,2015-07-11
2182,2015-08-10,1.49,2015-07-10
2183,2015-08-07,1.49,2015-07-07
2184,2015-08-06,1.49,2015-07-06
2185,2015-08-05,1.48,2015-07-05
2186,2015-08-04,1.49,2015-07-04
2187,2015-08-03,1.48,2015-07-03
2188,2015-07-31,1.5,2015-06-30
2189,2015-07-30,1.49,2015-06-30
2190,2015-07-29,1.49,2015-06-29
2191,2015-07-28,1.49,2015-06-28
2192,2015-07-27,1.49,2015-06-27
2193,2015-07-24,1.49,2015-06-24
2194,2015-07-23,1.48,2015-06-23
2195,2015-07-22,1.47,2015-06-22
2196,2015-07-21,1.47,2015-06-21
2197,2015-07-20,1.47,2015-06-20
2198,2015-07-17,1.48,2015-06-17
2199,2015-07-16,1.48,2015-06-16
2200,2015-07-15,1.48,2015-06-15
2201,2015-07-14,1.49,2015-06-14
2202,2015-07-13,1.48,2015-06-13
2203,2015-07-10,1.48,2015-06-10
2204,2015-07-09,1.48,2015-06-09
2205,2015-07-08,1.48,2015-06-08
2206,2015-07-07,1.5,2015-06-07
2207,2015-07-06,1.48,2015-06-06
2208,2015-07-03,1.48,2015-06-03
2209,2015-07-02,1.48,2015-06-02
2210,2015-07-01,1.49,2015-06-01
2211,2015-06-30,1.5,2015-05-30
2212,2015-06-29,1.49,2015-05-29
2213,2015-06-26,1.5,2015-05-26
2214,2015-06-25,1.5,2015-05-25
2215,2015-06-24,1.5,2015-05-24
2216,2015-06-23,1.49,2015-05-23
2217,2015-06-22,1.49,2015-05-22
2218,2015-06-19,1.49,2015-05-19
2219,2015-06-18,1.49,2015-05-18
2220,2015-06-17,1.49,2015-05-17
2221,2015-06-16,1.48,2015-05-16
2222,2015-06-15,1.49,2015-05-15
2223,2015-06-12,1.48,2015-05-12
2224,2015-06-11,1.49,2015-05-11
2225,2015-06-10,1.74,2015-05-10
2226,2015-06-09,1.73,2015-05-09
2227,2015-06-08,1.72,2015-05-08
2228,2015-06-05,1.73,2015-05-05
2229,2015-06-04,1.73,2015-05-04
2230,2015-06-03,1.73,2015-05-03
2231,2015-06-02,1.73,2015-05-02
2232,2015-06-01,1.74,2015-05-01
2233,2015-05-29,1.74,2015-04-29
2234,2015-05-28,1.74,2015-04-28
2235,2015-05-27,1.74,2015-04-27
2236,2015-05-26,1.74,2015-04-26
2237,2015-05-22,1.74,2015-04-22
2238,2015-05-21,1.74,2015-04-21
2239,2015-05-20,1.74,2015-04-20
2240,2015-05-19,1.74,2015-04-19
2241,2015-05-18,1.74,2015-04-18
2242,2015-05-15,1.74,2015-04-15
2243,2015-05-14,1.73,2015-04-14
2244,2015-05-13,1.74,2015-04-13
2245,2015-05-12,1.73,2015-04-12
2246,2015-05-11,1.73,2015-04-11
2247,2015-05-08,1.73,2015-04-08
2248,2015-05-07,1.73,2015-04-07
2249,2015-05-06,1.73,2015-04-06
2250,2015-05-04,1.74,2015-04-04
2251,2015-04-30,1.74,2015-03-30
2252,2015-04-29,1.74,2015-03-29
2253,2015-04-28,1.74,2015-03-28
2254,2015-04-27,1.74,2015-03-27
2255,2015-04-24,1.74,2015-03-24
2256,2015-04-23,1.73,2015-03-23
2257,2015-04-22,1.73,2015-03-22
2258,2015-04-21,1.73,2015-03-21
2259,2015-04-20,1.73,2015-03-20
2260,2015-04-17,1.73,2015-03-17
2261,2015-04-16,1.73,2015-03-16
2262,2015-04-15,1.73,2015-03-15
2263,2015-04-14,1.73,2015-03-14
2264,2015-04-13,1.73,2015-03-13
2265,2015-04-10,1.74,2015-03-10
2266,2015-04-09,1.73,2015-03-09
2267,2015-04-08,1.73,2015-03-08
2268,2015-04-07,1.72,2015-03-07
2269,2015-04-06,1.72,2015-03-06
2270,2015-04-03,1.72,2015-03-03
2271,2015-04-02,1.73,2015-03-02
2272,2015-04-01,1.74,2015-03-01
2273,2015-03-31,1.74,2015-02-28
2274,2015-03-30,1.74,2015-02-28
2275,2015-03-27,1.74,2015-02-27
2276,2015-03-26,1.74,2015-02-26
2277,2015-03-25,1.74,2015-02-25
2278,2015-03-24,1.74,2015-02-24
2279,2015-03-23,1.73,2015-02-23
2280,2015-03-20,1.74,2015-02-20
2281,2015-03-19,1.74,2015-02-19
2282,2015-03-18,1.74,2015-02-18
2283,2015-03-17,1.74,2015-02-17
2284,2015-03-16,1.73,2015-02-16
2285,2015-03-13,1.73,2015-02-13
2286,2015-03-12,1.74,2015-02-12
2287,2015-03-11,1.98,2015-02-11
2288,2015-03-10,1.99,2015-02-10
2289,2015-03-09,1.98,2015-02-09
2290,2015-03-06,1.98,2015-02-06
2291,2015-03-05,1.98,2015-02-05
2292,2015-03-04,1.98,2015-02-04
2293,2015-03-03,1.98,2015-02-03
2294,2015-03-02,1.98,2015-02-02
2295,2015-02-27,1.99,2015-01-27
2296,2015-02-26,1.98,2015-01-26
2297,2015-02-25,1.98,2015-01-25
2298,2015-02-24,1.98,2015-01-24
2299,2015-02-23,1.98,2015-01-23
2300,2015-02-17,1.98,2015-01-17
2301,2015-02-16,1.99,2015-01-16
2302,2015-02-13,1.98,2015-01-13
2303,2015-02-12,1.98,2015-01-12
2304,2015-02-11,1.99,2015-01-11
2305,2015-02-10,2.0,2015-01-10
2306,2015-02-09,1.98,2015-01-09
2307,2015-02-06,1.99,2015-01-06
2308,2015-02-05,1.98,2015-01-05
2309,2015-02-04,1.99,2015-01-04
2310,2015-02-03,1.99,2015-01-03
2311,2015-02-02,1.99,2015-01-02
2312,2015-01-30,2.0,2014-12-30
2313,2015-01-29,1.99,2014-12-29
2314,2015-01-28,1.99,2014-12-28
2315,2015-01-27,1.99,2014-12-27
2316,2015-01-26,1.99,2014-12-26
2317,2015-01-23,1.99,2014-12-23
2318,2015-01-22,1.99,2014-12-22
2319,2015-01-21,1.98,2014-12-21
2320,2015-01-20,1.98,2014-12-20
2321,2015-01-19,1.98,2014-12-19
2322,2015-01-16,1.98,2014-12-16
2323,2015-01-15,1.99,2014-12-15
2324,2015-01-14,1.99,2014-12-14
2325,2015-01-13,1.99,2014-12-13
2326,2015-01-12,1.99,2014-12-12
2327,2015-01-09,1.98,2014-12-09
2328,2015-01-08,1.99,2014-12-08
2329,2015-01-07,1.99,2014-12-07
2330,2015-01-06,1.98,2014-12-06
2331,2015-01-05,2.0,2014-12-05
2332,2015-01-02,2.01,2014-12-02
2333,2014-12-31,2.03,2014-11-30
2334,2014-12-30,2.01,2014-11-30
2335,2014-12-29,1.99,2014-11-29
2336,2014-12-26,1.99,2014-11-26
2337,2014-12-24,1.99,2014-11-24
2338,2014-12-23,1.99,2014-11-23
2339,2014-12-22,1.99,2014-11-22
2340,2014-12-19,1.98,2014-11-19
2341,2014-12-18,1.98,2014-11-18
2342,2014-12-17,1.98,2014-11-17
2343,2014-12-16,1.99,2014-11-16
2344,2014-12-15,2.0,2014-11-15
2345,2014-12-12,1.98,2014-11-12
2346,2014-12-11,1.98,2014-11-11
2347,2014-12-10,1.99,2014-11-10
2348,2014-12-09,2.01,2014-11-09
2349,2014-12-08,1.99,2014-11-08
2350,2014-12-05,1.98,2014-11-05
2351,2014-12-04,1.98,2014-11-04
2352,2014-12-03,1.98,2014-11-03
2353,2014-12-02,1.98,2014-11-02
2354,2014-12-01,1.99,2014-11-01
2355,2014-11-28,1.99,2014-10-28
2356,2014-11-27,1.99,2014-10-27
2357,2014-11-26,1.98,2014-10-26
2358,2014-11-25,1.99,2014-10-25
2359,2014-11-24,1.98,2014-10-24
2360,2014-11-21,1.98,2014-10-21
2361,2014-11-20,1.98,2014-10-20
2362,2014-11-19,1.98,2014-10-19
2363,2014-11-18,1.98,2014-10-18
2364,2014-11-17,1.98,2014-10-17
2365,2014-11-14,1.98,2014-10-14
2366,2014-11-13,1.98,2014-10-13
2367,2014-11-12,1.98,2014-10-12
2368,2014-11-11,1.98,2014-10-11
2369,2014-11-10,1.98,2014-10-10
2370,2014-11-07,1.98,2014-10-07
2371,2014-11-06,1.98,2014-10-06
2372,2014-11-05,1.97,2014-10-05
2373,2014-11-04,1.96,2014-10-04
2374,2014-11-03,1.98,2014-10-03
2375,2014-10-31,1.97,2014-09-30
2376,2014-10-30,1.98,2014-09-30
2377,2014-10-29,1.98,2014-09-29
2378,2014-10-28,1.98,2014-09-28
2379,2014-10-27,1.98,2014-09-27
2380,2014-10-24,1.98,2014-09-24
2381,2014-10-23,1.99,2014-09-23
2382,2014-10-22,1.98,2014-09-22
2383,2014-10-21,1.98,2014-09-21
2384,2014-10-20,1.98,2014-09-20
2385,2014-10-17,1.98,2014-09-17
2386,2014-10-16,1.98,2014-09-16
2387,2014-10-15,1.99,2014-09-15
2388,2014-10-14,2.23,2014-09-14
2389,2014-10-13,2.23,2014-09-13
2390,2014-10-10,2.23,2014-09-10
2391,2014-10-08,2.23,2014-09-08
2392,2014-10-07,2.23,2014-09-07
2393,2014-10-06,2.23,2014-09-06
2394,2014-10-02,2.23,2014-09-02
2395,2014-10-01,2.24,2014-09-01
2396,2014-09-30,2.24,2014-08-30
2397,2014-09-29,2.24,2014-08-29
2398,2014-09-26,2.23,2014-08-26
2399,2014-09-25,2.24,2014-08-25
2400,2014-09-24,2.24,2014-08-24
2401,2014-09-23,2.23,2014-08-23
2402,2014-09-22,2.23,2014-08-22
2403,2014-09-19,2.23,2014-08-19
2404,2014-09-18,2.23,2014-08-18
2405,2014-09-17,2.23,2014-08-17
2406,2014-09-16,2.23,2014-08-16
2407,2014-09-15,2.23,2014-08-15
2408,2014-09-12,2.23,2014-08-12
2409,2014-09-11,2.23,2014-08-11
2410,2014-09-05,2.25,2014-08-05
2411,2014-09-04,2.25,2014-08-04
2412,2014-09-03,2.24,2014-08-03
2413,2014-09-02,2.23,2014-08-02
2414,2014-09-01,2.23,2014-08-01
2415,2014-08-29,2.24,2014-07-29
2416,2014-08-28,2.23,2014-07-28
2417,2014-08-27,2.23,2014-07-27
2418,2014-08-26,2.23,2014-07-26
2419,2014-08-25,2.24,2014-07-25
2420,2014-08-22,2.23,2014-07-22
2421,2014-08-21,2.23,2014-07-21
2422,2014-08-20,2.23,2014-07-20
2423,2014-08-19,2.24,2014-07-19
2424,2014-08-18,2.24,2014-07-18
2425,2014-08-14,2.24,2014-07-14
2426,2014-08-13,2.49,2014-07-13
2427,2014-08-12,2.49,2014-07-12
2428,2014-08-11,2.48,2014-07-11
2429,2014-08-08,2.49,2014-07-08
2430,2014-08-07,2.49,2014-07-07
2431,2014-08-06,2.49,2014-07-06
2432,2014-08-05,2.48,2014-07-05
2433,2014-08-04,2.48,2014-07-04
2434,2014-08-01,2.48,2014-07-01
2435,2014-07-31,2.49,2014-06-30
2436,2014-07-30,2.5,2014-06-30
2437,2014-07-29,2.5,2014-06-29
2438,2014-07-28,2.5,2014-06-28
2439,2014-07-25,2.49,2014-06-25
2440,2014-07-24,2.49,2014-06-24
2441,2014-07-23,2.49,2014-06-23
2442,2014-07-22,2.48,2014-06-22
2443,2014-07-21,2.48,2014-06-21
2444,2014-07-18,2.48,2014-06-18
2445,2014-07-17,2.49,2014-06-17
2446,2014-07-16,2.48,2014-06-16
2447,2014-07-15,2.48,2014-06-15
2448,2014-07-14,2.48,2014-06-14
2449,2014-07-11,2.48,2014-06-11
2450,2014-07-10,2.48,2014-06-10
2451,2014-07-09,2.5,2014-06-09
2452,2014-07-08,2.48,2014-06-08
2453,2014-07-07,2.48,2014-06-07
2454,2014-07-04,2.48,2014-06-04
2455,2014-07-03,2.48,2014-06-03
2456,2014-07-02,2.48,2014-06-02
2457,2014-07-01,2.48,2014-06-01
2458,2014-06-30,2.49,2014-05-30
2459,2014-06-27,2.48,2014-05-27
2460,2014-06-26,2.49,2014-05-26
2461,2014-06-25,2.49,2014-05-25
2462,2014-06-24,2.48,2014-05-24
2463,2014-06-23,2.48,2014-05-23
2464,2014-06-20,2.48,2014-05-20
2465,2014-06-19,2.48,2014-05-19
2466,2014-06-18,2.48,2014-05-18
2467,2014-06-17,2.47,2014-05-17
2468,2014-06-16,2.48,2014-05-16
2469,2014-06-13,2.48,2014-05-13
2470,2014-06-12,2.48,2014-05-12
2471,2014-06-11,2.49,2014-05-11
2472,2014-06-10,2.49,2014-05-10
2473,2014-06-09,2.48,2014-05-09
2474,2014-06-05,2.48,2014-05-05
2475,2014-06-03,2.48,2014-05-03
2476,2014-06-02,2.48,2014-05-02
2477,2014-05-30,2.49,2014-04-30
2478,2014-05-29,2.49,2014-04-29
2479,2014-05-28,2.48,2014-04-28
2480,2014-05-27,2.48,2014-04-27
2481,2014-05-26,2.49,2014-04-26
2482,2014-05-23,2.49,2014-04-23
2483,2014-05-22,2.49,2014-04-22
2484,2014-05-21,2.49,2014-04-21
2485,2014-05-20,2.49,2014-04-20
2486,2014-05-19,2.49,2014-04-19
2487,2014-05-16,2.49,2014-04-16
2488,2014-05-15,2.49,2014-04-15
2489,2014-05-14,2.5,2014-04-14
2490,2014-05-13,2.49,2014-04-13
2491,2014-05-12,2.49,2014-04-12
2492,2014-05-09,2.48,2014-04-09
2493,2014-05-08,2.49,2014-04-08
2494,2014-05-07,2.48,2014-04-07
2495,2014-05-02,2.5,2014-04-02
2496,2014-04-30,2.5,2014-03-30
2497,2014-04-29,2.49,2014-03-29
2498,2014-04-28,2.49,2014-03-28
2499,2014-04-25,2.5,2014-03-25
2500,2014-04-24,2.49,2014-03-24
2501,2014-04-23,2.49,2014-03-23
2502,2014-04-22,2.5,2014-03-22
2503,2014-04-21,2.49,2014-03-21
2504,2014-04-18,2.48,2014-03-18
2505,2014-04-17,2.48,2014-03-17
2506,2014-04-16,2.48,2014-03-16
2507,2014-04-15,2.48,2014-03-15
2508,2014-04-14,2.48,2014-03-14
2509,2014-04-11,2.48,2014-03-11
2510,2014-04-10,2.48,2014-03-10
2511,2014-04-09,2.5,2014-03-09
2512,2014-04-08,2.51,2014-03-08
2513,2014-04-07,2.49,2014-03-07
2514,2014-04-04,2.48,2014-03-04
2515,2014-04-03,2.48,2014-03-03
2516,2014-04-02,2.48,2014-03-02
2517,2014-04-01,2.48,2014-03-01
2518,2014-03-31,2.49,2014-02-28
2519,2014-03-28,2.48,2014-02-28
2520,2014-03-27,2.48,2014-02-27
2521,2014-03-26,2.48,2014-02-26
2522,2014-03-25,2.48,2014-02-25
2523,2014-03-24,2.46,2014-02-24
2524,2014-03-21,2.45,2014-02-21
2525,2014-03-20,2.46,2014-02-20
2526,2014-03-19,2.46,2014-02-19
2527,2014-03-18,2.47,2014-02-18
2528,2014-03-17,2.48,2014-02-17
2529,2014-03-14,2.47,2014-02-14
2530,2014-03-12,2.48,2014-02-12
2531,2014-03-11,2.48,2014-02-11
2532,2014-03-10,2.48,2014-02-10
2533,2014-03-07,2.49,2014-02-07
2534,2014-03-06,2.49,2014-02-06
2535,2014-03-05,2.49,2014-02-05
2536,2014-03-04,2.5,2014-02-04
2537,2014-03-03,2.49,2014-02-03
2538,2014-02-28,2.49,2014-01-28
2539,2014-02-27,2.48,2014-01-27
2540,2014-02-26,2.47,2014-01-26
2541,2014-02-25,2.49,2014-01-25
2542,2014-02-24,2.49,2014-01-24
2543,2014-02-21,2.49,2014-01-21
2544,2014-02-20,2.49,2014-01-20
2545,2014-02-19,2.49,2014-01-19
2546,2014-02-18,2.49,2014-01-18
2547,2014-02-17,2.49,2014-01-17
2548,2014-02-14,2.49,2014-01-14
2549,2014-02-13,2.49,2014-01-13
2550,2014-02-12,2.49,2014-01-12
2551,2014-02-11,2.49,2014-01-11
2552,2014-02-10,2.49,2014-01-10
2553,2014-02-07,2.49,2014-01-07
2554,2014-02-06,2.49,2014-01-06
2555,2014-02-05,2.48,2014-01-05
2556,2014-02-04,2.48,2014-01-04
2557,2014-02-03,2.47,2014-01-03
2558,2014-01-29,2.51,2013-12-29
2559,2014-01-28,2.52,2013-12-28
2560,2014-01-27,2.52,2013-12-27
2561,2014-01-24,2.5,2013-12-24
2562,2014-01-23,2.5,2013-12-23
2563,2014-01-22,2.5,2013-12-22
2564,2014-01-21,2.49,2013-12-21
2565,2014-01-20,2.49,2013-12-20
2566,2014-01-17,2.49,2013-12-17
2567,2014-01-16,2.49,2013-12-16
2568,2014-01-15,2.49,2013-12-15
2569,2014-01-14,2.49,2013-12-14
2570,2014-01-13,2.49,2013-12-13
2571,2014-01-10,2.5,2013-12-10
2572,2014-01-09,2.49,2013-12-09
2573,2014-01-08,2.49,2013-12-08
2574,2014-01-07,2.5,2013-12-07
2575,2014-01-06,2.48,2013-12-06
2576,2014-01-03,2.5,2013-12-03
2577,2014-01-02,2.5,2013-12-02
2578,2013-12-31,2.52,2013-11-30
2579,2013-12-30,2.51,2013-11-30
2580,2013-12-27,2.5,2013-11-27
2581,2013-12-26,2.51,2013-11-26
2582,2013-12-24,2.52,2013-11-24
2583,2013-12-23,2.52,2013-11-23
2584,2013-12-20,2.51,2013-11-20
2585,2013-12-19,2.5,2013-11-19
2586,2013-12-18,2.49,2013-11-18
2587,2013-12-17,2.49,2013-11-17
2588,2013-12-16,2.49,2013-11-16
2589,2013-12-13,2.49,2013-11-13
2590,2013-12-12,2.49,2013-11-12
2591,2013-12-11,2.49,2013-11-11
2592,2013-12-10,2.5,2013-11-10
2593,2013-12-09,2.5,2013-11-09
2594,2013-12-06,2.49,2013-11-06
2595,2013-12-05,2.49,2013-11-05
2596,2013-12-04,2.48,2013-11-04
2597,2013-12-03,2.49,2013-11-03
2598,2013-12-02,2.49,2013-11-02
2599,2013-11-29,2.5,2013-10-29
2600,2013-11-28,2.49,2013-10-28
2601,2013-11-27,2.49,2013-10-27
2602,2013-11-26,2.49,2013-10-26
2603,2013-11-25,2.5,2013-10-25
2604,2013-11-28,2.49,2013-10-28
2605,2013-11-27,2.49,2013-10-27
2606,2013-11-26,2.49,2013-10-26
2607,2013-11-25,2.5,2013-10-25
2608,2013-11-22,2.5,2013-10-22
2609,2013-11-21,2.5,2013-10-21
2610,2013-11-20,2.5,2013-10-20
2611,2013-11-19,2.5,2013-10-19
2612,2013-11-18,2.5,2013-10-18
2613,2013-11-15,2.5,2013-10-15
2614,2013-11-14,2.5,2013-10-14
2615,2013-11-13,2.5,2013-10-13
2616,2013-11-12,2.5,2013-10-12
2617,2013-11-11,2.5,2013-10-11
2618,2013-11-08,2.5,2013-10-08
2619,2013-11-07,2.5,2013-10-07
2620,2013-11-06,2.49,2013-10-06
2621,2013-11-05,2.51,2013-10-05
2622,2013-11-04,2.48,2013-10-04
2623,2013-11-01,2.48,2013-10-01
2624,2013-10-31,2.52,2013-09-30
2625,2013-10-30,2.51,2013-09-30
2626,2013-10-29,2.52,2013-09-29
2627,2013-10-28,2.52,2013-09-28
2628,2013-10-25,2.52,2013-09-25
2629,2013-10-24,2.5,2013-09-24
2630,2013-10-23,2.5,2013-09-23
2631,2013-10-22,2.5,2013-09-22
2632,2013-10-21,2.49,2013-09-21
2633,2013-10-18,2.5,2013-09-18
2634,2013-10-17,2.49,2013-09-17
2635,2013-10-16,2.49,2013-09-16
2636,2013-10-15,2.49,2013-09-15
2637,2013-10-14,2.49,2013-09-14
2638,2013-10-11,2.49,2013-09-11
2639,2013-10-10,2.49,2013-09-10
2640,2013-10-08,2.49,2013-09-08
2641,2013-10-07,2.5,2013-09-07
2642,2013-10-04,2.48,2013-09-04
2643,2013-10-02,2.49,2013-09-02
2644,2013-10-01,2.5,2013-09-01
2645,2013-09-30,2.5,2013-08-30
2646,2013-09-27,2.5,2013-08-27
2647,2013-09-26,2.5,2013-08-26
2648,2013-09-25,2.5,2013-08-25
2649,2013-09-24,2.5,2013-08-24
2650,2013-09-23,2.5,2013-08-23
2651,2013-09-17,2.5,2013-08-17
2652,2013-09-16,2.5,2013-08-16
2653,2013-09-13,2.5,2013-08-13
2654,2013-09-12,2.5,2013-08-12
2655,2013-09-11,2.49,2013-08-11
2656,2013-09-10,2.51,2013-08-10
2657,2013-09-09,2.5,2013-08-09
2658,2013-09-06,2.5,2013-08-06
2659,2013-09-05,2.5,2013-08-05
2660,2013-09-04,2.5,2013-08-04
2661,2013-09-03,2.51,2013-08-03
2662,2013-09-02,2.51,2013-08-02
2663,2013-08-30,2.51,2013-07-30
2664,2013-08-29,2.5,2013-07-29
2665,2013-08-28,2.5,2013-07-28
2666,2013-08-27,2.5,2013-07-27
2667,2013-08-26,2.5,2013-07-26
2668,2013-08-23,2.5,2013-07-23
2669,2013-08-22,2.5,2013-07-22
2670,2013-08-21,2.5,2013-07-21
2671,2013-08-20,2.5,2013-07-20
2672,2013-08-19,2.5,2013-07-19
2673,2013-08-16,2.5,2013-07-16
2674,2013-08-14,2.5,2013-07-14
2675,2013-08-13,2.5,2013-07-13
2676,2013-08-12,2.5,2013-07-12
2677,2013-08-09,2.49,2013-07-09
2678,2013-08-08,2.49,2013-07-08
2679,2013-08-07,2.48,2013-07-07
2680,2013-08-06,2.5,2013-07-06
2681,2013-08-05,2.49,2013-07-05
2682,2013-08-02,2.49,2013-07-02
2683,2013-08-01,2.52,2013-07-01
2684,2013-07-31,2.53,2013-06-30
2685,2013-07-30,2.51,2013-06-30
2686,2013-07-29,2.51,2013-06-29
2687,2013-07-26,2.5,2013-06-26
2688,2013-07-25,2.5,2013-06-25
2689,2013-07-24,2.49,2013-06-24
2690,2013-07-23,2.48,2013-06-23
2691,2013-07-22,2.49,2013-06-22
2692,2013-07-19,2.49,2013-06-19
2693,2013-07-18,2.48,2013-06-18
2694,2013-07-17,2.48,2013-06-17
2695,2013-07-16,2.48,2013-06-16
2696,2013-07-15,2.48,2013-06-15
2697,2013-07-12,2.48,2013-06-12
2698,2013-07-11,2.48,2013-06-11
2699,2013-07-10,2.36,2013-06-10
2700,2013-07-09,2.34,2013-06-09
2701,2013-07-08,2.35,2013-06-08
2702,2013-07-05,2.42,2013-06-05
2703,2013-07-04,2.45,2013-06-04
2704,2013-07-03,2.48,2013-06-03
2705,2013-07-02,2.49,2013-06-02
2706,2013-07-01,2.49,2013-06-01
2707,2013-06-28,2.5,2013-05-28
2708,2013-06-27,2.5,2013-05-27
