,날짜,종가,한달 전 날짜
0,2024-06-17,3.5,2024-05-17
1,2024-06-14,3.5,2024-05-14
2,2024-06-13,3.53,2024-05-13
3,2024-06-12,3.55,2024-05-12
4,2024-06-11,3.59,2024-05-11
5,2024-06-10,3.59,2024-05-10
6,2024-06-07,3.58,2024-05-07
7,2024-06-05,3.5,2024-05-05
8,2024-06-04,3.48,2024-05-04
9,2024-06-03,3.53,2024-05-03
10,2024-05-31,3.58,2024-04-30
11,2024-05-30,3.52,2024-04-30
12,2024-05-29,3.52,2024-04-29
13,2024-05-28,3.52,2024-04-28
14,2024-05-27,3.55,2024-04-27
15,2024-05-24,3.56,2024-04-24
16,2024-05-23,3.55,2024-04-23
17,2024-05-22,3.53,2024-04-22
18,2024-05-21,3.53,2024-04-21
19,2024-05-20,3.53,2024-04-20
20,2024-05-17,3.53,2024-04-17
21,2024-05-16,3.54,2024-04-16
22,2024-05-14,3.56,2024-04-14
23,2024-05-13,3.57,2024-04-13
24,2024-05-10,3.54,2024-04-10
25,2024-05-09,3.5,2024-04-09
26,2024-05-08,3.48,2024-04-08
27,2024-05-07,3.5,2024-04-07
28,2024-05-03,3.47,2024-04-03
29,2024-05-02,3.48,2024-04-02
30,2024-04-30,3.65,2024-03-30
31,2024-04-29,3.57,2024-03-29
32,2024-04-26,3.58,2024-03-26
33,2024-04-25,3.56,2024-03-25
34,2024-04-24,3.51,2024-03-24
35,2024-04-23,3.53,2024-03-23
36,2024-04-22,3.53,2024-03-22
37,2024-04-19,3.51,2024-03-19
38,2024-04-18,3.51,2024-03-18
39,2024-04-17,3.48,2024-03-17
40,2024-04-16,3.42,2024-03-16
41,2024-04-15,3.49,2024-03-15
42,2024-04-12,3.5,2024-03-12
43,2024-04-11,3.5,2024-03-11
44,2024-04-09,3.46,2024-03-09
45,2024-04-08,3.54,2024-03-08
46,2024-04-05,3.52,2024-03-05
47,2024-04-04,3.49,2024-03-04
48,2024-04-03,3.44,2024-03-03
49,2024-04-02,3.47,2024-03-02
50,2024-04-01,3.5,2024-03-01
51,2024-03-29,3.57,2024-02-29
52,2024-03-28,3.5,2024-02-28
53,2024-03-27,3.44,2024-02-27
54,2024-03-26,3.47,2024-02-26
55,2024-03-25,3.48,2024-02-25
56,2024-03-22,3.46,2024-02-22
57,2024-03-21,3.52,2024-02-21
58,2024-03-20,3.53,2024-02-20
59,2024-03-19,3.51,2024-02-19
60,2024-03-18,3.44,2024-02-18
61,2024-03-15,3.46,2024-02-15
62,2024-03-14,3.48,2024-02-14
63,2024-03-13,3.47,2024-02-13
64,2024-03-12,3.42,2024-02-12
65,2024-03-11,3.4,2024-02-11
66,2024-03-08,3.54,2024-02-08
67,2024-03-07,3.37,2024-02-07
68,2024-03-06,3.47,2024-02-06
69,2024-03-05,3.23,2024-02-05
70,2024-03-04,3.36,2024-02-04
71,2024-02-29,3.46,2024-01-29
72,2024-02-28,3.4,2024-01-28
73,2024-02-27,3.46,2024-01-27
74,2024-02-26,3.56,2024-01-26
75,2024-02-23,3.67,2024-01-23
76,2024-02-22,3.65,2024-01-22
77,2024-02-21,3.62,2024-01-21
78,2024-02-20,3.59,2024-01-20
79,2024-02-19,3.63,2024-01-19
80,2024-02-16,3.66,2024-01-16
81,2024-02-15,3.68,2024-01-15
82,2024-02-14,3.64,2024-01-14
83,2024-02-13,3.62,2024-01-13
84,2024-02-08,3.6,2024-01-08
85,2024-02-07,3.51,2024-01-07
86,2024-02-06,3.57,2024-01-06
87,2024-02-05,3.57,2024-01-05
88,2024-02-02,3.54,2024-01-02
89,2024-02-01,3.57,2024-01-01
90,2024-01-31,3.61,2023-12-31
91,2024-01-30,3.54,2023-12-30
92,2024-01-29,3.48,2023-12-29
93,2024-01-26,3.5,2023-12-26
94,2024-01-25,3.46,2023-12-25
95,2024-01-24,3.44,2023-12-24
96,2024-01-23,3.47,2023-12-23
97,2024-01-22,3.52,2023-12-22
98,2024-01-19,3.52,2023-12-19
99,2024-01-18,3.5,2023-12-18
100,2024-01-17,3.49,2023-12-17
101,2024-01-16,3.49,2023-12-16
102,2024-01-15,3.47,2023-12-15
103,2024-01-12,3.43,2023-12-12
104,2024-01-11,3.39,2023-12-11
105,2024-01-10,3.5,2023-12-10
106,2024-01-09,3.41,2023-12-09
107,2024-01-08,3.37,2023-12-08
108,2024-01-05,3.38,2023-12-05
109,2024-01-04,3.39,2023-12-04
110,2024-01-03,3.42,2023-12-03
111,2024-01-02,3.53,2023-12-02
112,2023-12-29,3.9,2023-11-29
113,2023-12-28,3.6,2023-11-28
114,2023-12-27,3.55,2023-11-27
115,2023-12-26,3.63,2023-11-26
116,2023-12-22,3.63,2023-11-22
117,2023-12-21,3.62,2023-11-21
118,2023-12-20,3.68,2023-11-20
119,2023-12-19,3.71,2023-11-19
120,2023-12-18,3.69,2023-11-18
121,2023-12-15,3.64,2023-11-15
122,2023-12-14,3.67,2023-11-14
123,2023-12-13,3.65,2023-11-13
124,2023-12-12,3.68,2023-11-12
125,2023-12-11,3.71,2023-11-11
126,2023-12-08,3.68,2023-11-08
127,2023-12-07,3.61,2023-11-07
128,2023-12-06,3.51,2023-11-06
129,2023-12-05,3.54,2023-11-05
130,2023-12-04,3.55,2023-11-04
131,2023-12-01,3.55,2023-11-01
132,2023-11-30,3.67,2023-10-30
133,2023-11-29,3.59,2023-10-29
134,2023-11-28,3.58,2023-10-28
135,2023-11-27,3.6,2023-10-27
136,2023-11-24,3.6,2023-10-24
137,2023-11-23,3.59,2023-10-23
138,2023-11-22,3.62,2023-10-22
139,2023-11-21,3.58,2023-10-21
140,2023-11-20,3.59,2023-10-20
141,2023-11-17,3.6,2023-10-17
142,2023-11-16,3.58,2023-10-16
143,2023-11-15,3.57,2023-10-15
144,2023-11-14,3.57,2023-10-14
145,2023-11-13,3.57,2023-10-13
146,2023-11-10,3.59,2023-10-10
147,2023-11-09,3.56,2023-10-09
148,2023-11-08,3.48,2023-10-08
149,2023-11-07,3.46,2023-10-07
150,2023-11-06,3.52,2023-10-06
151,2023-11-03,3.52,2023-10-03
152,2023-11-02,3.49,2023-10-02
153,2023-11-01,3.51,2023-10-01
154,2023-10-31,3.5,2023-09-30
155,2023-10-30,3.51,2023-09-30
156,2023-10-27,3.49,2023-09-27
157,2023-10-26,3.55,2023-09-26
158,2023-10-25,3.56,2023-09-25
159,2023-10-24,3.53,2023-09-24
160,2023-10-23,3.53,2023-09-23
161,2023-10-20,3.52,2023-09-20
162,2023-10-19,3.5,2023-09-19
163,2023-10-18,3.49,2023-09-18
164,2023-10-17,3.49,2023-09-17
165,2023-10-16,3.51,2023-09-16
166,2023-10-13,3.54,2023-09-13
167,2023-10-12,3.51,2023-09-12
168,2023-10-11,3.47,2023-09-11
169,2023-10-10,3.47,2023-09-10
170,2023-10-06,3.5,2023-09-06
171,2023-10-05,3.52,2023-09-05
172,2023-10-04,3.55,2023-09-04
173,2023-09-27,3.82,2023-08-27
174,2023-09-26,3.62,2023-08-26
175,2023-09-25,3.63,2023-08-25
176,2023-09-22,3.61,2023-08-22
177,2023-09-21,3.59,2023-08-21
178,2023-09-20,3.61,2023-08-20
179,2023-09-19,3.6,2023-08-19
180,2023-09-18,3.58,2023-08-18
181,2023-09-15,3.58,2023-08-15
182,2023-09-14,3.58,2023-08-14
183,2023-09-13,3.59,2023-08-13
184,2023-09-12,3.59,2023-08-12
185,2023-09-11,3.6,2023-08-11
186,2023-09-08,3.59,2023-08-08
187,2023-09-07,3.54,2023-08-07
188,2023-09-06,3.49,2023-08-06
189,2023-09-05,3.51,2023-08-05
190,2023-09-04,3.54,2023-08-04
191,2023-09-01,3.56,2023-08-01
192,2023-08-31,3.62,2023-07-31
193,2023-08-30,3.57,2023-07-30
194,2023-08-29,3.56,2023-07-29
195,2023-08-28,3.56,2023-07-28
196,2023-08-25,3.56,2023-07-25
197,2023-08-24,3.57,2023-07-24
198,2023-08-23,3.56,2023-07-23
199,2023-08-22,3.54,2023-07-22
200,2023-08-21,3.54,2023-07-21
201,2023-08-18,3.54,2023-07-18
202,2023-08-17,3.55,2023-07-17
203,2023-08-16,3.56,2023-07-16
204,2023-08-14,3.58,2023-07-14
205,2023-08-11,3.57,2023-07-11
206,2023-08-10,3.59,2023-07-10
207,2023-08-09,3.48,2023-07-09
208,2023-08-08,3.48,2023-07-08
209,2023-08-07,3.53,2023-07-07
210,2023-08-04,3.5,2023-07-04
211,2023-08-03,3.45,2023-07-03
212,2023-08-02,3.43,2023-07-02
213,2023-08-01,3.45,2023-07-01
214,2023-07-31,3.48,2023-06-30
215,2023-07-28,3.46,2023-06-28
216,2023-07-27,3.44,2023-06-27
217,2023-07-26,3.48,2023-06-26
218,2023-07-25,3.49,2023-06-25
219,2023-07-24,3.49,2023-06-24
220,2023-07-21,3.48,2023-06-21
221,2023-07-20,3.52,2023-06-20
222,2023-07-19,3.5,2023-06-19
223,2023-07-18,3.51,2023-06-18
224,2023-07-17,3.5,2023-06-17
225,2023-07-14,3.5,2023-06-14
226,2023-07-13,3.51,2023-06-13
227,2023-07-12,3.52,2023-06-12
228,2023-07-11,3.55,2023-06-11
229,2023-07-10,3.58,2023-06-10
230,2023-07-07,3.58,2023-06-07
231,2023-07-06,3.54,2023-06-06
232,2023-07-05,3.48,2023-06-05
233,2023-07-04,3.45,2023-06-04
234,2023-07-03,3.49,2023-06-03
235,2023-06-30,3.76,2023-05-30
236,2023-06-29,3.53,2023-05-29
237,2023-06-28,3.53,2023-05-28
238,2023-06-27,3.52,2023-05-27
239,2023-06-26,3.55,2023-05-26
240,2023-06-23,3.61,2023-05-23
241,2023-06-22,3.57,2023-05-22
242,2023-06-21,3.6,2023-05-21
243,2023-06-20,3.59,2023-05-20
244,2023-06-19,3.6,2023-05-19
245,2023-06-16,3.59,2023-05-16
246,2023-06-15,3.58,2023-05-15
247,2023-06-14,3.53,2023-05-14
248,2023-06-13,3.53,2023-05-13
249,2023-06-12,3.56,2023-05-12
250,2023-06-09,3.56,2023-05-09
251,2023-06-08,3.56,2023-05-08
252,2023-06-07,3.49,2023-05-07
253,2023-06-05,3.48,2023-05-05
254,2023-06-02,3.5,2023-05-02
255,2023-06-01,3.55,2023-05-01
256,2023-05-31,3.54,2023-04-30
257,2023-05-30,3.53,2023-04-30
258,2023-05-26,3.55,2023-04-26
259,2023-05-25,3.6,2023-04-25
260,2023-05-24,3.55,2023-04-24
261,2023-05-23,3.55,2023-04-23
262,2023-05-22,3.58,2023-04-22
263,2023-05-19,3.6,2023-04-19
264,2023-05-18,3.62,2023-04-18
265,2023-05-17,3.6,2023-04-17
266,2023-05-16,3.59,2023-04-16
267,2023-05-15,3.58,2023-04-15
268,2023-05-12,3.54,2023-04-12
269,2023-05-11,3.55,2023-04-11
270,2023-05-10,3.56,2023-04-10
271,2023-05-09,3.65,2023-04-09
272,2023-05-08,3.59,2023-04-08
273,2023-05-04,3.52,2023-04-04
274,2023-05-03,3.54,2023-04-03
275,2023-05-02,3.51,2023-04-02
276,2023-04-28,3.54,2023-03-28
277,2023-04-27,3.48,2023-03-27
278,2023-04-26,3.49,2023-03-26
279,2023-04-25,3.51,2023-03-25
280,2023-04-24,3.5,2023-03-24
281,2023-04-21,3.51,2023-03-21
282,2023-04-20,3.48,2023-03-20
283,2023-04-19,3.42,2023-03-19
284,2023-04-18,3.46,2023-03-18
285,2023-04-17,3.47,2023-03-17
286,2023-04-14,3.49,2023-03-14
287,2023-04-13,3.43,2023-03-13
288,2023-04-12,3.43,2023-03-12
289,2023-04-11,3.45,2023-03-11
290,2023-04-10,3.41,2023-03-10
291,2023-04-07,3.4,2023-03-07
292,2023-04-06,3.4,2023-03-06
293,2023-04-05,3.46,2023-03-05
294,2023-04-04,3.44,2023-03-04
295,2023-04-03,3.44,2023-03-03
296,2023-03-31,3.56,2023-02-28
297,2023-03-30,3.49,2023-02-28
298,2023-03-29,3.42,2023-02-28
299,2023-03-28,3.44,2023-02-28
300,2023-03-27,3.39,2023-02-27
301,2023-03-24,3.41,2023-02-24
302,2023-03-23,3.45,2023-02-23
303,2023-03-22,3.43,2023-02-22
304,2023-03-21,3.46,2023-02-21
305,2023-03-20,3.47,2023-02-20
306,2023-03-17,3.42,2023-02-17
307,2023-03-16,3.43,2023-02-16
308,2023-03-15,3.37,2023-02-15
309,2023-03-14,3.41,2023-02-14
310,2023-03-13,3.43,2023-02-13
311,2023-03-10,3.42,2023-02-10
312,2023-03-09,3.44,2023-02-09
313,2023-03-08,3.45,2023-02-08
314,2023-03-07,3.42,2023-02-07
315,2023-03-06,3.33,2023-02-06
316,2023-03-03,3.36,2023-02-03
317,2023-03-02,3.4,2023-02-02
318,2023-02-28,3.46,2023-01-28
319,2023-02-27,3.42,2023-01-27
320,2023-02-24,3.43,2023-01-24
321,2023-02-23,3.45,2023-01-23
322,2023-02-22,3.42,2023-01-22
323,2023-02-21,3.39,2023-01-21
324,2023-02-20,3.41,2023-01-20
325,2023-02-17,3.43,2023-01-17
326,2023-02-16,3.39,2023-01-16
327,2023-02-15,3.42,2023-01-15
328,2023-02-14,3.4,2023-01-14
329,2023-02-13,3.4,2023-01-13
330,2023-02-10,3.39,2023-01-10
331,2023-02-09,3.43,2023-01-09
332,2023-02-08,3.48,2023-01-08
333,2023-02-07,3.5,2023-01-07
334,2023-02-06,3.48,2023-01-06
335,2023-02-03,3.48,2023-01-03
336,2023-02-02,3.27,2023-01-02
337,2023-02-01,3.37,2023-01-01
338,2023-01-31,3.34,2022-12-31
339,2023-01-30,3.37,2022-12-30
340,2023-01-27,3.35,2022-12-27
341,2023-01-26,3.46,2022-12-26
342,2023-01-25,3.43,2022-12-25
343,2023-01-20,3.48,2022-12-20
344,2023-01-19,3.38,2022-12-19
345,2023-01-18,3.63,2022-12-18
346,2023-01-17,3.36,2022-12-17
347,2023-01-16,3.39,2022-12-16
348,2023-01-13,3.42,2022-12-13
349,2023-01-12,3.29,2022-12-12
350,2023-01-11,3.23,2022-12-11
351,2023-01-10,3.16,2022-12-10
352,2023-01-09,3.13,2022-12-09
353,2023-01-06,3.11,2022-12-06
354,2023-01-05,3.07,2022-12-05
355,2023-01-04,3.03,2022-12-04
356,2023-01-03,3.11,2022-12-03
357,2023-01-02,3.29,2022-12-02
358,2022-12-30,3.38,2022-11-30
359,2022-12-29,3.21,2022-11-29
360,2022-12-28,3.18,2022-11-28
361,2022-12-27,3.25,2022-11-27
362,2022-12-26,3.26,2022-11-26
363,2022-12-23,3.24,2022-11-23
364,2022-12-22,3.2,2022-11-22
365,2022-12-21,3.21,2022-11-21
366,2022-12-20,3.16,2022-11-20
367,2022-12-19,3.19,2022-11-19
368,2022-12-16,3.23,2022-11-16
369,2022-12-15,3.23,2022-11-15
370,2022-12-14,3.22,2022-11-14
371,2022-12-13,3.23,2022-11-13
372,2022-12-12,3.28,2022-11-12
373,2022-12-09,3.29,2022-11-09
374,2022-12-08,3.29,2022-11-08
375,2022-12-07,3.23,2022-11-07
376,2022-12-06,3.16,2022-11-06
377,2022-12-05,3.22,2022-11-05
378,2022-12-02,3.21,2022-11-02
379,2022-12-01,3.27,2022-11-01
380,2022-11-30,3.36,2022-10-30
381,2022-11-29,3.25,2022-10-29
382,2022-11-28,3.3,2022-10-28
383,2022-11-25,3.28,2022-10-25
384,2022-11-24,3.27,2022-10-24
385,2022-11-23,3.08,2022-10-23
386,2022-11-22,3.07,2022-10-22
387,2022-11-21,3.04,2022-10-21
388,2022-11-18,3.02,2022-10-18
389,2022-11-17,3.02,2022-10-17
390,2022-11-16,3.03,2022-10-16
391,2022-11-15,3.03,2022-10-15
392,2022-11-14,3.07,2022-10-14
393,2022-11-11,3.07,2022-10-11
394,2022-11-10,3.09,2022-10-10
395,2022-11-09,2.98,2022-10-09
396,2022-11-08,2.99,2022-10-08
397,2022-11-07,2.97,2022-10-07
398,2022-11-04,2.99,2022-10-04
399,2022-11-03,3.04,2022-10-03
400,2022-11-02,3.03,2022-10-02
401,2022-11-01,3.08,2022-10-01
402,2022-10-31,3.19,2022-09-30
403,2022-10-28,3.04,2022-09-28
404,2022-10-27,3.07,2022-09-27
405,2022-10-26,3.12,2022-09-26
406,2022-10-25,3.14,2022-09-25
407,2022-10-24,3.13,2022-09-24
408,2022-10-21,3.1,2022-09-21
409,2022-10-20,3.13,2022-09-20
410,2022-10-19,3.07,2022-09-19
411,2022-10-18,3.08,2022-09-18
412,2022-10-17,3.05,2022-09-17
413,2022-10-14,3.07,2022-09-14
414,2022-10-13,3.12,2022-09-13
415,2022-10-12,3.11,2022-09-12
416,2022-10-11,2.78,2022-09-11
417,2022-10-07,2.68,2022-09-07
418,2022-10-06,2.55,2022-09-06
419,2022-10-05,2.51,2022-09-05
420,2022-10-04,2.54,2022-09-04
421,2022-09-30,2.8,2022-08-30
422,2022-09-29,2.54,2022-08-29
423,2022-09-28,2.53,2022-08-28
424,2022-09-27,2.52,2022-08-27
425,2022-09-26,2.53,2022-08-26
426,2022-09-23,2.54,2022-08-23
427,2022-09-22,2.53,2022-08-22
428,2022-09-21,2.55,2022-08-21
429,2022-09-20,2.52,2022-08-20
430,2022-09-19,2.5,2022-08-19
431,2022-09-16,2.51,2022-08-16
432,2022-09-15,2.5,2022-08-15
433,2022-09-14,2.51,2022-08-14
434,2022-09-13,2.52,2022-08-13
435,2022-09-08,2.61,2022-08-08
436,2022-09-07,2.49,2022-08-07
437,2022-09-06,2.4,2022-08-06
438,2022-09-05,2.43,2022-08-05
439,2022-09-02,2.51,2022-08-02
440,2022-09-01,2.5,2022-08-01
441,2022-08-31,2.54,2022-07-31
442,2022-08-30,2.42,2022-07-30
443,2022-08-29,2.42,2022-07-29
444,2022-08-26,2.42,2022-07-26
445,2022-08-25,2.44,2022-07-25
446,2022-08-24,2.28,2022-07-24
447,2022-08-23,2.21,2022-07-23
448,2022-08-22,2.21,2022-07-22
449,2022-08-19,2.24,2022-07-19
450,2022-08-18,2.2,2022-07-18
451,2022-08-17,2.17,2022-07-17
452,2022-08-16,2.17,2022-07-16
453,2022-08-12,2.24,2022-07-12
454,2022-08-11,2.21,2022-07-11
455,2022-08-10,2.21,2022-07-10
456,2022-08-09,2.24,2022-07-09
457,2022-08-08,2.22,2022-07-08
458,2022-08-05,2.24,2022-07-05
459,2022-08-04,2.22,2022-07-04
460,2022-08-03,2.16,2022-07-03
461,2022-08-02,2.19,2022-07-02
462,2022-08-01,2.23,2022-07-01
463,2022-07-29,2.34,2022-06-29
464,2022-07-28,2.14,2022-06-28
465,2022-07-27,2.11,2022-06-27
466,2022-07-26,2.22,2022-06-26
467,2022-07-25,2.18,2022-06-25
468,2022-07-22,2.18,2022-06-22
469,2022-07-21,2.2,2022-06-21
470,2022-07-20,2.17,2022-06-20
471,2022-07-19,2.19,2022-06-19
472,2022-07-18,2.17,2022-06-18
473,2022-07-15,2.17,2022-06-15
474,2022-07-14,2.19,2022-06-14
475,2022-07-13,2.04,2022-06-13
476,2022-07-12,1.83,2022-06-12
477,2022-07-11,1.82,2022-06-11
478,2022-07-08,1.73,2022-06-08
479,2022-07-07,1.74,2022-06-07
480,2022-07-06,1.73,2022-06-06
481,2022-07-05,1.68,2022-06-05
482,2022-07-04,1.66,2022-06-04
483,2022-07-01,1.72,2022-06-01
484,2022-06-30,2.33,2022-05-30
485,2022-06-29,1.8,2022-05-29
486,2022-06-28,1.82,2022-05-28
487,2022-06-27,1.82,2022-05-27
488,2022-06-24,1.84,2022-05-24
489,2022-06-23,1.75,2022-05-23
490,2022-06-22,1.71,2022-05-22
491,2022-06-21,1.71,2022-05-21
492,2022-06-20,1.71,2022-05-20
493,2022-06-17,1.73,2022-05-17
494,2022-06-16,1.69,2022-05-16
495,2022-06-15,1.66,2022-05-15
496,2022-06-14,1.69,2022-05-14
497,2022-06-13,1.73,2022-05-13
498,2022-06-10,1.74,2022-05-10
499,2022-06-09,1.79,2022-05-09
500,2022-06-08,1.55,2022-05-08
501,2022-06-07,1.47,2022-05-07
502,2022-06-03,1.64,2022-05-03
503,2022-06-02,1.7,2022-05-02
504,2022-05-31,1.86,2022-04-30
505,2022-05-30,1.73,2022-04-30
506,2022-05-27,1.75,2022-04-27
507,2022-05-26,1.68,2022-04-26
508,2022-05-25,1.5,2022-04-25
509,2022-05-24,1.49,2022-04-24
510,2022-05-23,1.51,2022-04-23
511,2022-05-20,1.52,2022-04-20
512,2022-05-19,1.5,2022-04-19
513,2022-05-18,1.49,2022-04-18
514,2022-05-17,1.47,2022-04-17
515,2022-05-16,1.45,2022-04-16
516,2022-05-13,1.39,2022-04-13
517,2022-05-12,1.42,2022-04-12
518,2022-05-11,1.47,2022-04-11
519,2022-05-10,1.35,2022-04-10
520,2022-05-09,1.34,2022-04-09
521,2022-05-06,1.41,2022-04-06
522,2022-05-04,1.44,2022-04-04
523,2022-05-03,1.44,2022-04-03
524,2022-05-02,1.45,2022-04-02
525,2022-04-29,1.53,2022-03-29
526,2022-04-28,1.34,2022-03-28
527,2022-04-27,1.35,2022-03-27
528,2022-04-26,1.38,2022-03-26
529,2022-04-25,1.41,2022-03-25
530,2022-04-22,1.44,2022-03-22
531,2022-04-21,1.39,2022-03-21
532,2022-04-20,1.37,2022-03-20
533,2022-04-19,1.39,2022-03-19
534,2022-04-18,1.39,2022-03-18
535,2022-04-15,1.43,2022-03-15
536,2022-04-14,1.33,2022-03-14
537,2022-04-13,1.14,2022-03-13
538,2022-04-12,1.18,2022-03-12
539,2022-04-11,1.16,2022-03-11
540,2022-04-08,1.15,2022-03-08
541,2022-04-07,1.17,2022-03-07
542,2022-04-06,1.24,2022-03-06
543,2022-04-05,1.28,2022-03-05
544,2022-04-04,1.25,2022-03-04
545,2022-04-01,1.23,2022-03-01
546,2022-03-31,1.45,2022-02-28
547,2022-03-30,1.22,2022-02-28
548,2022-03-29,1.21,2022-02-28
549,2022-03-28,1.2,2022-02-28
550,2022-03-25,1.24,2022-02-25
551,2022-03-24,1.18,2022-02-24
552,2022-03-23,1.12,2022-02-23
553,2022-03-22,1.21,2022-02-22
554,2022-03-21,1.21,2022-02-21
555,2022-03-18,1.23,2022-02-18
556,2022-03-17,1.24,2022-02-17
557,2022-03-16,1.24,2022-02-16
558,2022-03-15,1.24,2022-02-15
559,2022-03-14,1.26,2022-02-14
560,2022-03-11,1.31,2022-02-11
561,2022-03-10,1.31,2022-02-10
562,2022-03-08,1.24,2022-02-08
563,2022-03-07,1.22,2022-02-07
564,2022-03-04,1.19,2022-02-04
565,2022-03-03,1.24,2022-02-03
566,2022-03-02,1.28,2022-02-02
567,2022-02-28,1.39,2022-01-28
568,2022-02-25,1.28,2022-01-25
569,2022-02-24,1.25,2022-01-24
570,2022-02-23,1.24,2022-01-23
571,2022-02-22,1.25,2022-01-22
572,2022-02-21,1.24,2022-01-21
573,2022-02-18,1.23,2022-01-18
574,2022-02-17,1.22,2022-01-17
575,2022-02-16,1.19,2022-01-16
576,2022-02-15,1.19,2022-01-15
577,2022-02-14,1.25,2022-01-14
578,2022-02-11,1.19,2022-01-11
579,2022-02-10,1.18,2022-01-10
580,2022-02-09,1.22,2022-01-09
581,2022-02-08,1.21,2022-01-08
582,2022-02-07,1.11,2022-01-07
583,2022-02-04,1.17,2022-01-04
584,2022-02-03,1.22,2022-01-03
585,2022-01-28,1.27,2021-12-28
586,2022-01-27,1.2,2021-12-27
587,2022-01-26,1.26,2021-12-26
588,2022-01-25,1.31,2021-12-25
589,2022-01-24,1.35,2021-12-24
590,2022-01-21,1.57,2021-12-21
591,2022-01-20,1.33,2021-12-20
592,2022-01-19,1.27,2021-12-19
593,2022-01-18,1.27,2021-12-18
594,2022-01-17,1.25,2021-12-17
595,2022-01-14,1.27,2021-12-14
596,2022-01-13,1.03,2021-12-13
597,2022-01-12,1.01,2021-12-12
598,2022-01-11,1.0,2021-12-11
599,2022-01-10,1.06,2021-12-10
600,2022-01-07,1.0,2021-12-07
601,2022-01-06,1.0,2021-12-06
602,2022-01-05,0.98,2021-12-05
603,2022-01-04,1.0,2021-12-04
604,2022-01-03,1.0,2021-12-03
605,2021-12-31,1.43,2021-11-30
606,2021-12-30,1.11,2021-11-30
607,2021-12-29,1.03,2021-11-29
608,2021-12-28,1.03,2021-11-28
609,2021-12-27,1.02,2021-11-27
610,2021-12-24,1.01,2021-11-24
611,2021-12-23,0.99,2021-11-23
612,2021-12-22,0.98,2021-11-22
613,2021-12-21,1.0,2021-11-21
614,2021-12-20,0.98,2021-11-20
615,2021-12-17,0.98,2021-11-17
616,2021-12-16,0.99,2021-11-16
617,2021-12-15,1.0,2021-11-15
618,2021-12-14,1.0,2021-11-14
619,2021-12-13,1.01,2021-11-13
620,2021-12-10,1.03,2021-11-10
621,2021-12-09,1.07,2021-11-09
622,2021-12-08,0.98,2021-11-08
623,2021-12-07,1.01,2021-11-07
624,2021-12-06,0.96,2021-11-06
625,2021-12-03,0.95,2021-11-03
626,2021-12-02,0.97,2021-11-02
627,2021-12-01,0.98,2021-11-01
628,2021-11-30,1.06,2021-10-30
629,2021-11-29,1.01,2021-10-29
630,2021-11-26,1.01,2021-10-26
631,2021-11-25,1.01,2021-10-25
632,2021-11-24,0.74,2021-10-24
633,2021-11-23,0.74,2021-10-23
634,2021-11-22,0.76,2021-10-22
635,2021-11-19,0.75,2021-10-19
636,2021-11-18,0.76,2021-10-18
637,2021-11-17,0.77,2021-10-17
638,2021-11-16,0.8,2021-10-16
639,2021-11-15,0.82,2021-10-15
640,2021-11-12,0.83,2021-10-12
641,2021-11-11,0.84,2021-10-11
642,2021-11-10,0.76,2021-10-10
643,2021-11-09,0.8,2021-10-09
644,2021-11-08,0.78,2021-10-08
645,2021-11-05,0.76,2021-10-05
646,2021-11-04,0.7,2021-10-04
647,2021-11-03,0.68,2021-10-03
648,2021-11-02,0.72,2021-10-02
649,2021-11-01,0.74,2021-10-01
650,2021-10-29,0.76,2021-09-29
651,2021-10-28,0.78,2021-09-28
652,2021-10-27,0.75,2021-09-27
653,2021-10-26,0.77,2021-09-26
654,2021-10-25,0.76,2021-09-25
655,2021-10-22,0.75,2021-09-22
656,2021-10-21,0.76,2021-09-21
657,2021-10-20,0.73,2021-09-20
658,2021-10-19,0.73,2021-09-19
659,2021-10-18,0.72,2021-09-18
660,2021-10-15,0.74,2021-09-15
661,2021-10-14,0.75,2021-09-14
662,2021-10-13,0.8,2021-09-13
663,2021-10-12,0.8,2021-09-12
664,2021-10-08,0.69,2021-09-08
665,2021-10-07,0.67,2021-09-07
666,2021-10-06,0.73,2021-09-06
667,2021-10-05,0.69,2021-09-05
668,2021-10-01,0.71,2021-09-01
669,2021-09-30,0.92,2021-08-30
670,2021-09-29,0.73,2021-08-29
671,2021-09-28,0.76,2021-08-28
672,2021-09-27,0.72,2021-08-27
673,2021-09-24,0.75,2021-08-24
674,2021-09-23,0.75,2021-08-23
675,2021-09-17,0.77,2021-08-17
676,2021-09-16,0.75,2021-08-16
677,2021-09-15,0.76,2021-08-15
678,2021-09-14,0.78,2021-08-14
679,2021-09-13,0.86,2021-08-13
680,2021-09-10,0.88,2021-08-10
681,2021-09-09,0.76,2021-08-09
682,2021-09-08,0.74,2021-08-08
683,2021-09-07,0.75,2021-08-07
684,2021-09-06,0.75,2021-08-06
685,2021-09-03,0.75,2021-08-03
686,2021-09-02,0.76,2021-08-02
687,2021-09-01,0.83,2021-08-01
688,2021-08-31,0.9,2021-07-31
689,2021-08-30,0.86,2021-07-30
690,2021-08-27,0.86,2021-07-27
691,2021-08-26,0.84,2021-07-26
692,2021-08-25,0.57,2021-07-25
693,2021-08-24,0.55,2021-07-24
694,2021-08-23,0.51,2021-07-23
695,2021-08-20,0.5,2021-07-20
696,2021-08-19,0.51,2021-07-19
697,2021-08-18,0.5,2021-07-18
698,2021-08-17,0.51,2021-07-17
